title,context,question,answers,is_impossible,langchain_retrieved_context,langchain_refined_answer,langchain_retrieval_time,langchain_generation_time,langchain_total_time,langchain_num_retrieved_docs
Affirmative_action_in_the_United_States,"['In June 1963, President Kennedy continued his policy of affirmative action by issuing another mandate, Executive Order 11114. The order supplemented to his previous 1961 executive order declaring it was the ""policy of the United States to encourage by affirmative action the elimination of discrimination in employment"".:72 Through this order, all federal funds, such as ""grants, loans, unions and employers who accepted taxpayer funds, and other forms of financial assistance to state and local governments,"" were forced to comply to the government\'s policies on affirmative action in employment practices.:72']",When did President Kennedy issue Executive Order 11114?,June 1963,False,"['.2% of whites\n\nand  12.2%  of  African  Americans.  In  June  1963,  President  Kennedy  continued  his  policy  of\n\naffirmative action by issuing another mandate, Executive Order 11114', '. The order supplemented to\n\n\x0cAffirmative_action_in_the_United_States\n\nhis previous 1961 executive order declaring it was the ""policy of the United States to encourage by\n\naffirmative action the elimination of discrimination in employment""', '.:59  Shortly  after  taking  office,\n\nKennedy  issued  Executive  Order  10925  in  March  1961,  requiring  government  contractors  to\n\n""consider  and  recommend  additional  affirmative  steps  which  should  be  taken  by  executive\n\ndepartments  and  agencies  to  realize  more  fully  the  national  policy  of  nondiscrimination']",President Kennedy issued Executive Order 11114 in June 1963.,0.07,0.71,0.79,3
Affirmative_action_in_the_United_States,"['In June 1963, President Kennedy continued his policy of affirmative action by issuing another mandate, Executive Order 11114. The order supplemented to his previous 1961 executive order declaring it was the ""policy of the United States to encourage by affirmative action the elimination of discrimination in employment"".:72 Through this order, all federal funds, such as ""grants, loans, unions and employers who accepted taxpayer funds, and other forms of financial assistance to state and local governments,"" were forced to comply to the government\'s policies on affirmative action in employment practices.:72']",What was the main aim of Executive Order 11114?,elimination of discrimination in employment,False,"['. The order supplemented to\n\n\x0cAffirmative_action_in_the_United_States\n\nhis previous 1961 executive order declaring it was the ""policy of the United States to encourage by\n\naffirmative action the elimination of discrimination in employment""', "".\n\nJohnson\\'s  Executive  Order  11246  which  prevented  discrimination  based  on  race,  color,  religion,\n\n\x0cAffirmative_action_in_the_United_States\n\nand national origin by organizations which received federal contracts and subcontracts. In 1967, the\n\norder  was  amended  to  include  sex  as  well"", '.:22  The  executive  order  promoted  the  idea  that  if  taxpayer  funds  were  accepted\n\nthrough a government contract, then all taxpayers should have an equal opportunity to work through\n\nthe  contractor.:23-4  To  enforce  this  idea,  Roosevelt  created  the  Fair  Employment  Practices\n\nCommittee (FEPC) with the power to investigate hiring practices by government contractors']",The main aim of Executive Order 11114 was to encourage the elimination of discrimination in employment through affirmative action.,0.08,1.26,1.34,3
Affirmative_action_in_the_United_States,"['In June 1963, President Kennedy continued his policy of affirmative action by issuing another mandate, Executive Order 11114. The order supplemented to his previous 1961 executive order declaring it was the ""policy of the United States to encourage by affirmative action the elimination of discrimination in employment"".:72 Through this order, all federal funds, such as ""grants, loans, unions and employers who accepted taxpayer funds, and other forms of financial assistance to state and local governments,"" were forced to comply to the government\'s policies on affirmative action in employment practices.:72']",What was anyone who received federal funding of any sort required to do under the Executive Order?,comply to the government's policies on affirmative action,False,"['.:72 Through this order, all federal\n\nfunds, such as ""grants, loans, unions and employers who accepted taxpayer funds, and other forms\n\nof financial assistance to state and local governments,"" were forced to comply to the government\\\'s\n\npolicies  on  affirmative  action  in  employment  practices.:72  To  Secure  These  Rights  also  called  for\n\ndesegregation of the Armed Forces', '. Johnson. Federal contractors who failed to comply or violated\n\nthe executive order were punished by contract cancellation and the possible debarment from future\n\ngovernment contracts. The administration was ""not demanding any special preference or treatment\n\nor  quotas \n\nfor  minorities""  but  was  rather  ""advocating  racially  neutral  hiring \n\nto  end \n\njob\n\ndiscrimination""']",Anyone who received federal funding was required to comply with the government's policies on affirmative action in employment practices.,0.06,0.68,0.73,2
Affirmative_action_in_the_United_States,"['The first time ""affirmative action"" is used by the federal government concerning race is in President John F. Kennedy\'s Executive Order 10925, which was chaired by Vice President Johnson. At Johnson\'s inaugural ball in Texas, he met with a young black lawyer, Hobart Taylor Jr., and gave him the task to co-author the executive order. He wanted a phrase that ""gave a sense of positivity to performance under the order."" He was torn between the words ""positive action"" and ""affirmative action,"" and selected the later due to its alliterative quality. The term ""active recruitment"" started to be used as well. This order, albeit heavily worked up as a significant piece of legislation, in reality carried little actual power. The scope was limited to a couple hundred defense contractors, leaving nearly $7.5 billion in federal grants and loans unsupervised.:60']","Which Executive Order first contained the phrase ""affirmative action""?",Executive Order 10925,False,"["".\n\nJohnson\\'s  Executive  Order  11246  which  prevented  discrimination  based  on  race,  color,  religion,\n\n\x0cAffirmative_action_in_the_United_States\n\nand national origin by organizations which received federal contracts and subcontracts. In 1967, the\n\norder  was  amended  to  include  sex  as  well"", '. The order supplemented to\n\n\x0cAffirmative_action_in_the_United_States\n\nhis previous 1961 executive order declaring it was the ""policy of the United States to encourage by\n\naffirmative action the elimination of discrimination in employment""']","The phrase ""affirmative action"" first appeared in Johnson's Executive Order 11246.",0.08,0.97,1.05,2
Affirmative_action_in_the_United_States,"['The first time ""affirmative action"" is used by the federal government concerning race is in President John F. Kennedy\'s Executive Order 10925, which was chaired by Vice President Johnson. At Johnson\'s inaugural ball in Texas, he met with a young black lawyer, Hobart Taylor Jr., and gave him the task to co-author the executive order. He wanted a phrase that ""gave a sense of positivity to performance under the order."" He was torn between the words ""positive action"" and ""affirmative action,"" and selected the later due to its alliterative quality. The term ""active recruitment"" started to be used as well. This order, albeit heavily worked up as a significant piece of legislation, in reality carried little actual power. The scope was limited to a couple hundred defense contractors, leaving nearly $7.5 billion in federal grants and loans unsupervised.:60']",Who chaired the committee created by Executive Order 10925?,Vice President Johnson,False,"['."" As President Nixon asserted, ""We would not impose quotas, but would require federal\n\ncontractors to show \\\'affirmative action\\\' to meet the goals of increasing minority employment. The\n\nfirst time ""affirmative action"" is used by the federal government concerning race is in President John\n\nF. Kennedy\\\'s Executive Order 10925, which was chaired by Vice President Johnson', '.:59  Shortly  after  taking  office,\n\nKennedy  issued  Executive  Order  10925  in  March  1961,  requiring  government  contractors  to\n\n""consider  and  recommend  additional  affirmative  steps  which  should  be  taken  by  executive\n\ndepartments  and  agencies  to  realize  more  fully  the  national  policy  of  nondiscrimination']",Vice President Johnson chaired the committee created by Executive Order 10925.,0.07,0.91,0.99,2
Affirmative_action_in_the_United_States,"['The first time ""affirmative action"" is used by the federal government concerning race is in President John F. Kennedy\'s Executive Order 10925, which was chaired by Vice President Johnson. At Johnson\'s inaugural ball in Texas, he met with a young black lawyer, Hobart Taylor Jr., and gave him the task to co-author the executive order. He wanted a phrase that ""gave a sense of positivity to performance under the order."" He was torn between the words ""positive action"" and ""affirmative action,"" and selected the later due to its alliterative quality. The term ""active recruitment"" started to be used as well. This order, albeit heavily worked up as a significant piece of legislation, in reality carried little actual power. The scope was limited to a couple hundred defense contractors, leaving nearly $7.5 billion in federal grants and loans unsupervised.:60']",Who co - authored the executive order?,Hobart Taylor Jr.,False,"['. At Johnson\\\'s\n\ninaugural ball in Texas, he met with a young black lawyer, Hobart Taylor Jr., and gave him the task\n\nto co-author the executive order. He wanted a phrase that ""gave a sense of positivity to performance\n\nunder  the  order.""  He  was  torn  between  the  words  ""positive  action""  and  ""affirmative  action,""  and\n\nselected the later due to its alliterative quality', "".\n\nJohnson\\'s  Executive  Order  11246  which  prevented  discrimination  based  on  race,  color,  religion,\n\n\x0cAffirmative_action_in_the_United_States\n\nand national origin by organizations which received federal contracts and subcontracts. In 1967, the\n\norder  was  amended  to  include  sex  as  well""]",Hobart Taylor Jr. co-authored the executive order.,0.16,0.66,0.82,2
Affirmative_action_in_the_United_States,"['The first time ""affirmative action"" is used by the federal government concerning race is in President John F. Kennedy\'s Executive Order 10925, which was chaired by Vice President Johnson. At Johnson\'s inaugural ball in Texas, he met with a young black lawyer, Hobart Taylor Jr., and gave him the task to co-author the executive order. He wanted a phrase that ""gave a sense of positivity to performance under the order."" He was torn between the words ""positive action"" and ""affirmative action,"" and selected the later due to its alliterative quality. The term ""active recruitment"" started to be used as well. This order, albeit heavily worked up as a significant piece of legislation, in reality carried little actual power. The scope was limited to a couple hundred defense contractors, leaving nearly $7.5 billion in federal grants and loans unsupervised.:60']","What was the alternative phrase to ""affirmative action"" that was being considered?",positive action,False,"['.  ""During  the  brief  Ford  administration,  affirmative  action  took  a  back  seat,  while\n\nenforcement  stumbled  along."":145  Equal  rights  was  still  an  important  subject  to  many  Americans,\n\nyet the world was changing and new issues were being raised. People began to look at affirmative\n\naction as a glorified issue of the past and now there were other areas that needed focus', '. At Johnson\\\'s\n\ninaugural ball in Texas, he met with a young black lawyer, Hobart Taylor Jr., and gave him the task\n\nto co-author the executive order. He wanted a phrase that ""gave a sense of positivity to performance\n\nunder  the  order.""  He  was  torn  between  the  words  ""positive  action""  and  ""affirmative  action,""  and\n\nselected the later due to its alliterative quality', '. The order supplemented to\n\n\x0cAffirmative_action_in_the_United_States\n\nhis previous 1961 executive order declaring it was the ""policy of the United States to encourage by\n\naffirmative action the elimination of discrimination in employment""']","The alternative phrase to ""affirmative action"" that was being considered was ""positive action.""",0.07,0.91,0.98,3
Affirmative_action_in_the_United_States,"['The first time ""affirmative action"" is used by the federal government concerning race is in President John F. Kennedy\'s Executive Order 10925, which was chaired by Vice President Johnson. At Johnson\'s inaugural ball in Texas, he met with a young black lawyer, Hobart Taylor Jr., and gave him the task to co-author the executive order. He wanted a phrase that ""gave a sense of positivity to performance under the order."" He was torn between the words ""positive action"" and ""affirmative action,"" and selected the later due to its alliterative quality. The term ""active recruitment"" started to be used as well. This order, albeit heavily worked up as a significant piece of legislation, in reality carried little actual power. The scope was limited to a couple hundred defense contractors, leaving nearly $7.5 billion in federal grants and loans unsupervised.:60']","What was the main reason that ""affirmative action"" was chosen over ""positive action""?",alliterative quality,False,"['. At Johnson\\\'s\n\ninaugural ball in Texas, he met with a young black lawyer, Hobart Taylor Jr., and gave him the task\n\nto co-author the executive order. He wanted a phrase that ""gave a sense of positivity to performance\n\nunder  the  order.""  He  was  torn  between  the  words  ""positive  action""  and  ""affirmative  action,""  and\n\nselected the later due to its alliterative quality', '.[non-primary  source  needed]  Many  argue \n\nthat  reverse\n\ndiscrimination results from affirmative action policies and that these policies are just another form of\n\n\x0cAffirmative_action_in_the_United_States\n\ndiscrimination  no  different  from  examples  in  the  past']","The main reason ""affirmative action"" was chosen over ""positive action"" was due to its alliterative quality.",0.07,0.86,0.93,2
Affirmative_action_in_the_United_States,"['NAACP had many problem\'s with JFK\'s ""token"" proposal. They wanted jobs. One day after the order took effect, NAACP labor secretary Herbert Hill filed complaints against the hiring and promoting practices of Lockheed Aircraft Corporation. Lockheed was doing business with the Defense Department on the first billion-dollar contract. Due to taxpayer-funding being 90% of Lockheed\'s business, along with disproportionate hiring practices, black workers charged Lockheed with ""overt discrimination."" Lockheed signed an agreement with Vice President Johnson that pledged an ""aggressive seeking out for more qualified minority candidates for technical and skill positions.:63–64 This agreement was the administration\'s model for a ""plan of progress."" Johnson and his assistants soon pressured other defense contractors, including Boeing and General Electric, to sign similar voluntary agreements indicating plans for progress. However, these plans were just that, voluntary. Many corporations in the South, still afflicted with Jim Crow laws, largely ignored the federal recommendations.:63–64']",Who had issues with JFK's proposal?,NAACP,False,"['.5  million  to  $2  million  per  year,\n\nexcluding possible cost of litigation. NAACP had many problem\\\'s with JFK\\\'s ""token"" proposal. They\n\nwanted  jobs.  One  day  after  the  order  took  effect,  NAACP  labor  secretary  Herbert  Hill  filed\n\ncomplaints  against  the  hiring  and  promoting  practices  of  Lockheed  Aircraft  Corporation', '.:22 In\n\nthe  1960  presidential  election,  Democratic  candidate  and  future  President  John  F.  Kennedy\n\n""criticized  President  Eisenhower  for  not  ending  discrimination  in  federally  supported  housing""  and\n\n""advocated  a  permanent  Fair  Employment  Practices  Commission""']",The NAACP had issues with JFK's proposal.,0.07,0.85,0.92,2
Affirmative_action_in_the_United_States,"['NAACP had many problem\'s with JFK\'s ""token"" proposal. They wanted jobs. One day after the order took effect, NAACP labor secretary Herbert Hill filed complaints against the hiring and promoting practices of Lockheed Aircraft Corporation. Lockheed was doing business with the Defense Department on the first billion-dollar contract. Due to taxpayer-funding being 90% of Lockheed\'s business, along with disproportionate hiring practices, black workers charged Lockheed with ""overt discrimination."" Lockheed signed an agreement with Vice President Johnson that pledged an ""aggressive seeking out for more qualified minority candidates for technical and skill positions.:63–64 This agreement was the administration\'s model for a ""plan of progress."" Johnson and his assistants soon pressured other defense contractors, including Boeing and General Electric, to sign similar voluntary agreements indicating plans for progress. However, these plans were just that, voluntary. Many corporations in the South, still afflicted with Jim Crow laws, largely ignored the federal recommendations.:63–64']",Who filed complaints quickly after the Executive Order was implemented?,NAACP labor secretary Herbert Hill,False,"['.:40 He issued two executive orders on July 26, 1948: Executive Order 9980\n\nand  Executive  Order  9981.  Executive  Order  9980,  named  Regulations  Governing  for  Employment\n\nPractices  within  the  Federal  Establishment,  instituted  fair  employment  practices  in  the  civilian\n\nagencies of the federal government. The order created the position of Fair Employment Officer', '. Johnson. Federal contractors who failed to comply or violated\n\nthe executive order were punished by contract cancellation and the possible debarment from future\n\ngovernment contracts. The administration was ""not demanding any special preference or treatment\n\nor  quotas \n\nfor  minorities""  but  was  rather  ""advocating  racially  neutral  hiring \n\nto  end \n\njob\n\ndiscrimination""']",The context does not provide specific information about who filed complaints quickly after the Executive Order was implemented.,0.07,0.89,0.96,2
Affirmative_action_in_the_United_States,"['NAACP had many problem\'s with JFK\'s ""token"" proposal. They wanted jobs. One day after the order took effect, NAACP labor secretary Herbert Hill filed complaints against the hiring and promoting practices of Lockheed Aircraft Corporation. Lockheed was doing business with the Defense Department on the first billion-dollar contract. Due to taxpayer-funding being 90% of Lockheed\'s business, along with disproportionate hiring practices, black workers charged Lockheed with ""overt discrimination."" Lockheed signed an agreement with Vice President Johnson that pledged an ""aggressive seeking out for more qualified minority candidates for technical and skill positions.:63–64 This agreement was the administration\'s model for a ""plan of progress."" Johnson and his assistants soon pressured other defense contractors, including Boeing and General Electric, to sign similar voluntary agreements indicating plans for progress. However, these plans were just that, voluntary. Many corporations in the South, still afflicted with Jim Crow laws, largely ignored the federal recommendations.:63–64']",Which company was targeted by the NAACP for not having fair practices?,Lockheed Aircraft Corporation,False,"['.5  million  to  $2  million  per  year,\n\nexcluding possible cost of litigation. NAACP had many problem\\\'s with JFK\\\'s ""token"" proposal. They\n\nwanted  jobs.  One  day  after  the  order  took  effect,  NAACP  labor  secretary  Herbert  Hill  filed\n\ncomplaints  against  the  hiring  and  promoting  practices  of  Lockheed  Aircraft  Corporation', 'Affirmative_action_in_the_United_States\n\nAffirmative_action_in_the_United_States\n\nAnother  popular  argument  for  affirmative  action  is  the  compensation  argument.  Blacks  were\n\nmistreated in the past for a morally irrelevant characteristic of being black so society today should\n\ncompensate  for  the  injuries', '.  Lockheed\n\n\x0cAffirmative_action_in_the_United_States\n\nwas  doing  business  with  the  Defense  Department  on  the  first  billion-dollar  contract.  Due  to\n\ntaxpayer-funding  being  90%  of  Lockheed\\\'s  business,  along  with  disproportionate  hiring  practices,\n\nblack  workers  charged  Lockheed  with  ""overt  discrimination']",Lockheed Aircraft Corporation was targeted by the NAACP for not having fair practices.,0.07,0.81,0.88,3
Affirmative_action_in_the_United_States,"['NAACP had many problem\'s with JFK\'s ""token"" proposal. They wanted jobs. One day after the order took effect, NAACP labor secretary Herbert Hill filed complaints against the hiring and promoting practices of Lockheed Aircraft Corporation. Lockheed was doing business with the Defense Department on the first billion-dollar contract. Due to taxpayer-funding being 90% of Lockheed\'s business, along with disproportionate hiring practices, black workers charged Lockheed with ""overt discrimination."" Lockheed signed an agreement with Vice President Johnson that pledged an ""aggressive seeking out for more qualified minority candidates for technical and skill positions.:63–64 This agreement was the administration\'s model for a ""plan of progress."" Johnson and his assistants soon pressured other defense contractors, including Boeing and General Electric, to sign similar voluntary agreements indicating plans for progress. However, these plans were just that, voluntary. Many corporations in the South, still afflicted with Jim Crow laws, largely ignored the federal recommendations.:63–64']",Who did Lockheed sign an agreement with to seek out more minority workers?,Vice President Johnson,False,"['.""  Lockheed  signed  an  agreement  with\n\nVice  President  Johnson  that  pledged  an  ""aggressive  seeking  out  for  more  qualified  minority\n\ncandidates  for  technical  and  skill  positions.:63-64  This  agreement  was  the  administration\\\'s  model\n\nfor  a  ""plan  of  progress']",Lockheed signed an agreement with Vice President Johnson.,0.11,1.17,1.28,1
Affirmative_action_in_the_United_States,"['NAACP had many problem\'s with JFK\'s ""token"" proposal. They wanted jobs. One day after the order took effect, NAACP labor secretary Herbert Hill filed complaints against the hiring and promoting practices of Lockheed Aircraft Corporation. Lockheed was doing business with the Defense Department on the first billion-dollar contract. Due to taxpayer-funding being 90% of Lockheed\'s business, along with disproportionate hiring practices, black workers charged Lockheed with ""overt discrimination."" Lockheed signed an agreement with Vice President Johnson that pledged an ""aggressive seeking out for more qualified minority candidates for technical and skill positions.:63–64 This agreement was the administration\'s model for a ""plan of progress."" Johnson and his assistants soon pressured other defense contractors, including Boeing and General Electric, to sign similar voluntary agreements indicating plans for progress. However, these plans were just that, voluntary. Many corporations in the South, still afflicted with Jim Crow laws, largely ignored the federal recommendations.:63–64']",Which laws did the corporations in the South associate with in order to ignore the federal recommendations?,Jim Crow,False,"['.""  Johnson  and  his  assistants  soon  pressured  other  defense  contractors,\n\nincluding  Boeing  and  General  Electric,  to  sign  similar  voluntary  agreements  indicating  plans  for\n\nprogress.  However,  these  plans  were  just  that,  voluntary.  Many  corporations  in  the  South,  still\n\nafflicted  with  Jim  Crow  laws,  largely  ignored  the  federal  recommendations']",Jim Crow laws.,0.08,1.28,1.35,1
Affirmative_action_in_the_United_States,"[""This eventually led to LBJ's Civil Rights Act, which came shortly after President Kennedy's assassination. This document was more holistic than any President Kennedy had offered, and therefore more controversial. It aimed not only to integrate public facilities, but also private businesses that sold to the public, such as motels, restaurants, theaters, and gas stations. Public schools, hospitals, libraries, parks, among other things, were included in the bill as well. It also worked with JFK's executive order 11114 by prohibiting discrimination in the awarding of federal contracts and holding the authority of the government to deny contracts to businesses who discriminate. Maybe most significant of all, Title VII of the Civil Rights Act aimed to end discrimination in all firms with 25 or more employees. Another provision established the Equal Employment Opportunity Commission as the agency charged with ending discrimination in the nation's workplace.:74""]",Which piece of legislation quickly followed President Kennedy's assassination?,Civil Rights Act,False,"["".  The  most  effective  way  to  cure  society  of\n\nexclusionary practices is to make special efforts at inclusion, which is exactly what affirmative action\n\ndoes.  This  eventually  led  to  LBJ's  Civil  Rights  Act,  which  came  shortly  after  President  Kennedy's\n\nassassination"", '.:59  Shortly  after  taking  office,\n\nKennedy  issued  Executive  Order  10925  in  March  1961,  requiring  government  contractors  to\n\n""consider  and  recommend  additional  affirmative  steps  which  should  be  taken  by  executive\n\ndepartments  and  agencies  to  realize  more  fully  the  national  policy  of  nondiscrimination', '.:50-51 The committee, chaired by\n\nVice President Richard Nixon, had minimal outcomes in that they imposed the contractors with the\n\nprimary  responsibility  of  desegregation  within  their  own  companies  and  corporations']","The Civil Rights Act, led by LBJ, quickly followed President Kennedy's assassination.",0.09,1.37,1.46,3
Affirmative_action_in_the_United_States,"[""This eventually led to LBJ's Civil Rights Act, which came shortly after President Kennedy's assassination. This document was more holistic than any President Kennedy had offered, and therefore more controversial. It aimed not only to integrate public facilities, but also private businesses that sold to the public, such as motels, restaurants, theaters, and gas stations. Public schools, hospitals, libraries, parks, among other things, were included in the bill as well. It also worked with JFK's executive order 11114 by prohibiting discrimination in the awarding of federal contracts and holding the authority of the government to deny contracts to businesses who discriminate. Maybe most significant of all, Title VII of the Civil Rights Act aimed to end discrimination in all firms with 25 or more employees. Another provision established the Equal Employment Opportunity Commission as the agency charged with ending discrimination in the nation's workplace.:74""]","Outside of the private business regulations, what was the other aim of the Civil Rights Act?",integrate public facilities,False,"["".  Maybe  most  significant  of  all,  Title  VII  of  the  Civil  Rights  Act  aimed  to  end\n\ndiscrimination  in  all  firms  with  25  or  more  employees.  Another  provision  established  the  Equal\n\nEmployment  Opportunity  Commission  as  the  agency  charged  with  ending  discrimination  in  the\n\nnation's  workplace"", '. The order supplemented to\n\n\x0cAffirmative_action_in_the_United_States\n\nhis previous 1961 executive order declaring it was the ""policy of the United States to encourage by\n\naffirmative action the elimination of discrimination in employment""']",The other aim of the Civil Rights Act was to establish the Equal Employment Opportunity Commission to end discrimination in the nation's workplace.,0.07,0.85,0.92,2
Affirmative_action_in_the_United_States,"[""This eventually led to LBJ's Civil Rights Act, which came shortly after President Kennedy's assassination. This document was more holistic than any President Kennedy had offered, and therefore more controversial. It aimed not only to integrate public facilities, but also private businesses that sold to the public, such as motels, restaurants, theaters, and gas stations. Public schools, hospitals, libraries, parks, among other things, were included in the bill as well. It also worked with JFK's executive order 11114 by prohibiting discrimination in the awarding of federal contracts and holding the authority of the government to deny contracts to businesses who discriminate. Maybe most significant of all, Title VII of the Civil Rights Act aimed to end discrimination in all firms with 25 or more employees. Another provision established the Equal Employment Opportunity Commission as the agency charged with ending discrimination in the nation's workplace.:74""]",Which other Executive Order did the Civil Right's Act work closely with?,11114,False,"["".\n\nJohnson\\'s  Executive  Order  11246  which  prevented  discrimination  based  on  race,  color,  religion,\n\n\x0cAffirmative_action_in_the_United_States\n\nand national origin by organizations which received federal contracts and subcontracts. In 1967, the\n\norder  was  amended  to  include  sex  as  well"", '.""  Executive  Order  9981,  named  Establishing  the  President\\\'s  Committee  on  Equality  of\n\nTreatment  and  Opportunity  in  the  Armed  Services,  called  for  the  integration  of  the  Armed  Forces\n\nand the creation of the National Military Establishment to carry out the executive order']",The Civil Rights Act worked closely with Executive Order 11246.,0.09,0.68,0.77,2
Affirmative_action_in_the_United_States,"[""This eventually led to LBJ's Civil Rights Act, which came shortly after President Kennedy's assassination. This document was more holistic than any President Kennedy had offered, and therefore more controversial. It aimed not only to integrate public facilities, but also private businesses that sold to the public, such as motels, restaurants, theaters, and gas stations. Public schools, hospitals, libraries, parks, among other things, were included in the bill as well. It also worked with JFK's executive order 11114 by prohibiting discrimination in the awarding of federal contracts and holding the authority of the government to deny contracts to businesses who discriminate. Maybe most significant of all, Title VII of the Civil Rights Act aimed to end discrimination in all firms with 25 or more employees. Another provision established the Equal Employment Opportunity Commission as the agency charged with ending discrimination in the nation's workplace.:74""]",What was the purpose of Title VII of the Civil Rights Act?,to end discrimination in all firms with 25 or more employees,False,"["".  Maybe  most  significant  of  all,  Title  VII  of  the  Civil  Rights  Act  aimed  to  end\n\ndiscrimination  in  all  firms  with  25  or  more  employees.  Another  provision  established  the  Equal\n\nEmployment  Opportunity  Commission  as  the  agency  charged  with  ending  discrimination  in  the\n\nnation's  workplace"", '. Although 23% of those taking the\n\ntest were African American, none scored high enough to qualify. Because of the possibility the tests\n\nwere  biased  in  violation  of  Title  VII  of  the  Civil  Rights  Act,  no  candidates  were  promoted  pending\n\noutcome  of  the  controversy']",The purpose of Title VII of the Civil Rights Act was to end discrimination in all firms with 25 or more employees.,0.08,0.82,0.89,2
Affirmative_action_in_the_United_States,"[""This eventually led to LBJ's Civil Rights Act, which came shortly after President Kennedy's assassination. This document was more holistic than any President Kennedy had offered, and therefore more controversial. It aimed not only to integrate public facilities, but also private businesses that sold to the public, such as motels, restaurants, theaters, and gas stations. Public schools, hospitals, libraries, parks, among other things, were included in the bill as well. It also worked with JFK's executive order 11114 by prohibiting discrimination in the awarding of federal contracts and holding the authority of the government to deny contracts to businesses who discriminate. Maybe most significant of all, Title VII of the Civil Rights Act aimed to end discrimination in all firms with 25 or more employees. Another provision established the Equal Employment Opportunity Commission as the agency charged with ending discrimination in the nation's workplace.:74""]",What was the goal of the Equal Employment Opportunity C omission?,ending discrimination in the nation's workplace,False,"['. The order supplemented to\n\n\x0cAffirmative_action_in_the_United_States\n\nhis previous 1961 executive order declaring it was the ""policy of the United States to encourage by\n\naffirmative action the elimination of discrimination in employment""', "".  Maybe  most  significant  of  all,  Title  VII  of  the  Civil  Rights  Act  aimed  to  end\n\ndiscrimination  in  all  firms  with  25  or  more  employees.  Another  provision  established  the  Equal\n\nEmployment  Opportunity  Commission  as  the  agency  charged  with  ending  discrimination  in  the\n\nnation's  workplace""]",The goal of the Equal Employment Opportunity Commission was to end discrimination in the nation's workplace.,0.08,0.62,0.70,2
Affirmative_action_in_the_United_States,"['Title VII was perhaps the most controversial of the entire bill. Many conservatives accused it of advocating a de facto quota system, and claimed unconstitutionality as it attempts to regulate the workplace. Minnesota Senator Hubert Humphrey corrected this notion: ""there is nothing in [Title VII] that will give power to the Commission to require hiring, firing, and promotion to meet a racial \'quota.\' [. . .] Title VII is designed to encourage the hiring on basis of ability and qualifications, not race or religion."" Title VII prohibits discrimination. Humphrey was the silent hero of the bill\'s passing through Congress. He pledged that the bill required no quotas, just nondiscrimination. Doing so, he convinced many pro-business Republicans, including Senate Minority Leader Everett Dirksen (IL) to support Title VII.:78–80']",Which section of the legislation was considered the most controversial?,Title VII,False,"['. (See Richmond v. J.A. Croson Co.) There is no clear\n\nguidance about when government action is not ""compelling"", and such rulings are rare. Title VII was\n\nperhaps the most controversial of the entire bill. Many conservatives accused it of advocating a de\n\nfacto  quota  system,  and  claimed  unconstitutionality  as  it  attempts  to  regulate  the  workplace', '."" Title VII prohibits discrimination. Humphrey was the silent hero of the bill\\\'s passing through\n\nCongress.  He  pledged  that  the  bill  required  no  quotas,  just  nondiscrimination.  Doing  so,  he\n\nconvinced many pro-business Republicans, including Senate Minority Leader Everett Dirksen (IL) to\n\nsupport  Title  VII', "".  The  most  effective  way  to  cure  society  of\n\nexclusionary practices is to make special efforts at inclusion, which is exactly what affirmative action\n\ndoes.  This  eventually  led  to  LBJ's  Civil  Rights  Act,  which  came  shortly  after  President  Kennedy's\n\nassassination""]",Title VII was considered the most controversial section of the legislation.,0.08,0.64,0.72,3
Affirmative_action_in_the_United_States,"['Title VII was perhaps the most controversial of the entire bill. Many conservatives accused it of advocating a de facto quota system, and claimed unconstitutionality as it attempts to regulate the workplace. Minnesota Senator Hubert Humphrey corrected this notion: ""there is nothing in [Title VII] that will give power to the Commission to require hiring, firing, and promotion to meet a racial \'quota.\' [. . .] Title VII is designed to encourage the hiring on basis of ability and qualifications, not race or religion."" Title VII prohibits discrimination. Humphrey was the silent hero of the bill\'s passing through Congress. He pledged that the bill required no quotas, just nondiscrimination. Doing so, he convinced many pro-business Republicans, including Senate Minority Leader Everett Dirksen (IL) to support Title VII.:78–80']",What did critics claim that Title VII advocate?,a de facto quota system,False,"['. (See Richmond v. J.A. Croson Co.) There is no clear\n\nguidance about when government action is not ""compelling"", and such rulings are rare. Title VII was\n\nperhaps the most controversial of the entire bill. Many conservatives accused it of advocating a de\n\nfacto  quota  system,  and  claimed  unconstitutionality  as  it  attempts  to  regulate  the  workplace', '. The order supplemented to\n\n\x0cAffirmative_action_in_the_United_States\n\nhis previous 1961 executive order declaring it was the ""policy of the United States to encourage by\n\naffirmative action the elimination of discrimination in employment""', '.\n\nMinnesota  Senator  Hubert  Humphrey  corrected  this  notion:  ""there  is  nothing  in  [Title  VII]  that  will\n\ngive power to the Commission to require hiring, firing, and promotion to meet a racial \\\'quota.\\\' [. . .]\n\nTitle  VII  is  designed  to  encourage  the  hiring  on  basis  of  ability  and  qualifications,  not  race  or\n\nreligion."" Title VII prohibits discrimination']",Critics claimed that Title VII advocated a de facto quota system.,0.08,0.96,1.04,3
