Pipeline,Ground Truth Answer,Generated Answer,BLEU,SacreBLEU,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,Exact Match,BERT Precision,BERT Recall,BERT F1
LangChain MultiVector Retriever (English),adult top 40,the chart created by billboard in 1996 was called the adult top 40.,0.09010288336595924,0.10571070857151538,0.375,0.2857142857142857,0.375,0.7181571815718159,0,0.007819407619535923,0.531387209892273,0.22152531147003174
LangChain MultiVector Retriever (English),adult contemporary music and pop music,adult top 40 represented a midpoint between adult contemporary music and pop music.,0.3498761149110956,0.34987611491109566,0.631578947368421,0.5882352941176471,0.631578947368421,0.88031045751634,0,0.27104678750038147,0.5404642224311829,0.3958674371242523
LangChain MultiVector Retriever (English),adult contemporary,the adult top 40 chart is sometimes confused with the adult contemporary chart.,0.041263216881455095,0.05679677445135579,0.2666666666666667,0.15384615384615385,0.2666666666666667,0.5859375000000001,0,-0.13067421317100525,0.2650221288204193,0.036579035222530365
LangChain MultiVector Retriever (English),hot ac,the radio programming genre sometimes confused with the hot adult contemporary tracks chart is hot ac.,0.034430441335820114,0.04573913556123801,0.2222222222222222,0.125,0.2222222222222222,0.5357142857142857,0,-0.3126114010810852,0.07518013566732407,-0.1536552906036377
LangChain MultiVector Retriever (English),barry mayo,barry mayo invented the term urban adult contemporary format.,0.056950849982219685,0.08392229812593097,0.3636363636363636,0.2222222222222222,0.3636363636363636,0.6696428571428572,0,0.11166566610336304,0.3044842481613159,0.2039877027273178
LangChain MultiVector Retriever (English),african americans,the urban adult contemporary format is marketed to a large number of african americans and sometimes caucasian listeners.,0.031070806525575975,0.040488925321331026,0.19999999999999998,0.1111111111111111,0.19999999999999998,0.5067567567567568,0,-0.01364719495177269,0.3536238670349121,0.14618782699108124
LangChain MultiVector Retriever (English),rapping,rapping is absent from rb played on urban adult contemporary format stations.,0.018724372764461875,0.030890553181566974,0.15384615384615385,0.0,0.15384615384615385,0.22727272727272732,0,-0.35970643162727356,0.010059963911771774,-0.2082086056470871
LangChain MultiVector Retriever (English),classic soul,classic soul music is represented on urban adult contemporary stations.,0.05190794196013298,0.07495553473355841,0.33333333333333337,0.19999999999999998,0.33333333333333337,0.646551724137931,0,-0.13622945547103882,0.22685647010803223,0.019661707803606987
LangChain MultiVector Retriever (English),hot ac,the context does not provide information about the specific previously existing format that urban adult contemporary music came into being because of pressure on.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.34607237577438354,-0.3264639973640442,-0.3310355842113495
LangChain MultiVector Retriever (English),toni braxton,toni braxton performed the song unbreak my heart.,0.06321087140417253,0.09535414040914192,0.4,0.25,0.4,0.6944444444444445,0,0.1543646901845932,0.601350724697113,0.34595030546188354
LangChain MultiVector Retriever (English),amber,amber,1.0,1.0000000000000004,1.0,0.0,1.0,0.5,1,0.9999996423721313,0.9999996423721313,0.9999996423721313
LangChain MultiVector Retriever (English),rhythmic ac,"the rhythmic ac format plays soft ac, hot ac, disco, and dance music.",0.034430441335820114,0.04573913556123801,0.2666666666666667,0.15384615384615385,0.2666666666666667,0.2857142857142857,0,0.030245423316955566,0.426800400018692,0.201418936252594
LangChain MultiVector Retriever (English),soul solution,soul solution notably remixed unbreak my heart by toni braxton.,0.05190794196013298,0.07495553473355841,0.33333333333333337,0.19999999999999998,0.33333333333333337,0.646551724137931,0,-0.290958970785141,0.02482909895479679,-0.15507560968399048
LangChain MultiVector Retriever (English),smooth jazz,hot adult contemporary was sometimes regarded as a type of adult contemporary.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.17190080881118774,-0.216192826628685,-0.18979649245738983
LangChain MultiVector Retriever (English),instrumental,smooth jazz stations predominantly played instrumental music that resembled soft acstyled music.,0.018724372764461875,0.030890553181566974,0.15384615384615385,0.0,0.15384615384615385,0.22727272727272732,0,-0.15157775580883026,0.4924374222755432,0.09042701870203018
LangChain MultiVector Retriever (English),george benson,george benson was featured on smooth jazz stations along with kenny g and dave koz.,0.036422694300114855,0.048911878744807256,0.23529411764705882,0.13333333333333333,0.23529411764705882,0.5514705882352943,0,0.10106438398361206,0.6898553371429443,0.33892640471458435
LangChain MultiVector Retriever (English),soft ac,smooth ac.,0.07249749990681824,0.27516060407455223,0.5,0.0,0.5,0.2380952380952381,0,0.37937623262405396,0.4491432309150696,0.4157887101173401
LangChain MultiVector Retriever (English),senior vice president for adult music,adrian moreira's job title is senior vice president for adult music for rca music group.,0.28175950490399515,0.30130404892785695,0.5454545454545454,0.5,0.5454545454545454,0.7198748043818466,0,0.19959229230880737,0.5330101251602173,0.34953901171684265
LangChain MultiVector Retriever (English),rca music group,adrian moreira works for rca music group.,0.16508103044554204,0.20556680845025987,0.6,0.5,0.6,0.8412698412698413,0,0.22473344206809998,0.5154338479042053,0.3579711318016052
LangChain MultiVector Retriever (English),corey moss,"corey moss wrote, in other words, ac stations are where pop songs go to die a very long death. or, to optimists, to get a second life.",0.01878367300358391,0.02246199289207964,0.13793103448275862,0.07407407407407407,0.13793103448275862,0.3676470588235294,0,-0.2196735143661499,0.4099331200122833,0.013965613208711147
LangChain MultiVector Retriever (English),mtv's website,corey moss' article was published on mtv's website.,0.11609514815067874,0.09535414040914192,0.5,0.4,0.5,0.7748538011695906,0,0.35239818692207336,0.6985955238342285,0.5086668729782104
LangChain MultiVector Retriever (English),after the hits had become established,adult contemporary stations begin to play top 40 songs after the hits have become established.,0.09878102321067496,0.1144707843033496,0.47619047619047616,0.3157894736842105,0.47619047619047616,0.6914285714285715,0,0.21176595985889435,0.6206761002540588,0.3905116319656372
LangChain MultiVector Retriever (English),less and less new music fits their bill,"hot ac format radio stations have had to change the music they play because most new rock is too alternative for mainstream radio, and most new pop is heavily influenced by dancepop and electronic dance music, which do not fit their format.",0.00937141232617615,0.011498052049318417,0.16,0.0,0.16,0.31794871794871804,0,-0.12084584683179855,-0.01071836892515421,-0.06452814489603043
LangChain MultiVector Retriever (English),dancepop and electronic dance music,modern pop songs are heavily influenced by dancepop and electronic dance music.,0.2891784933232572,0.2891784933232572,0.5882352941176471,0.5333333333333333,0.5882352941176471,0.8586206896551724,0,0.35895615816116333,0.5721377730369568,0.46030333638191223
LangChain MultiVector Retriever (English),too alternative,new rock is not suitable for mainstream radio because it is too alternative.,0.041263216881455095,0.05679677445135579,0.2666666666666667,0.15384615384615385,0.2666666666666667,0.5859375000000001,0,-0.32984381914138794,-0.17914257943630219,-0.25642380118370056
LangChain MultiVector Retriever (English),the candlelight mix,the name of dj sammy's mix of heaven is the candlelight mix.,0.09010288336595924,0.11498759556447218,0.375,0.2857142857142857,0.375,0.7181571815718159,0,0.10221318900585175,0.33218157291412354,0.21008211374282837
LangChain MultiVector Retriever (English),d.h.t.,the context provided does not contain information about who recorded the song listen to your heart.,0.014936192853457254,0.022869567780619007,0.0,0.0,0.0,0.14285714285714285,0,-0.23244181275367737,-0.23997879028320312,-0.2312585711479187
LangChain MultiVector Retriever (English),cascada,cascada is known for the song everytime we touch.,0.023457495174891017,0.04196114906296548,0.19999999999999998,0.0,0.19999999999999998,0.2631578947368421,0,0.00018741605163086206,0.5703253149986267,0.22834262251853943
LangChain MultiVector Retriever (English),cee lo green,cee lo green performed the song forget you.,0.1444977144915524,0.17747405280050266,0.5454545454545454,0.4444444444444445,0.5454545454545454,0.8179012345679013,0,0.14046518504619598,0.42638275027275085,0.27122893929481506
LangChain MultiVector Retriever (English),edited,an edited version of p!nk's perfect appeared on adult contemporary radio in 2011.,0.014936192853457254,0.024455939372403628,0.125,0.0,0.125,0.19230769230769232,0,-0.41317757964134216,-0.352173388004303,-0.37848731875419617
LangChain MultiVector Retriever (English),michael bubl,michael bubl started out his career on adult contemporary radio along with josh groban.,0.03868052697542155,0.052559234208168874,0.25,0.14285714285714288,0.25,0.5681818181818182,0,0.0062536997720599174,0.5861384272575378,0.23767326772212982
LangChain MultiVector Retriever (English),ballad heavy,the context does not provide specific information about the sound of susan boyle's music.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.20824921131134033,-0.1410083770751953,-0.171181783080101
LangChain MultiVector Retriever (English),carrie underwood,"the context does not provide information about a country artist, along with faith hill, shania twain, and leann rimes, who has had adult contemporary hits.",0.0,0.0,0.0,0.0,0.0,0.0,0,-0.24407190084457397,-0.09535177052021027,-0.1711614429950714
LangChain MultiVector Retriever (English),country,adult standards.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.08528947830200195,-0.3325420618057251,-0.22167155146598816
LangChain MultiVector Retriever (English),indie rock,the context does not provide information about the genre of music for bands like feist and wilco.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.10239887982606888,-0.0115409130230546,-0.05476949363946915
LangChain MultiVector Retriever (English),imagine dragons,imagine dragons,0.2213885886251307,1.0000000000000004,1.0,1.0,1.0,0.9375,1,0.9999996423721313,0.9999996423721313,0.9999996423721313
LangChain MultiVector Retriever (English),2000s,the early 2010s.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.31637975573539734,0.2668791115283966,0.29403385519981384
LangChain MultiVector Retriever (English),the 20052007 economic downturn,the decline of adult contemporary radio stations was marked by diminishing physical record sales.,0.016591439325163958,0.02627961710408444,0.11111111111111112,0.0,0.11111111111111112,0.09803921568627452,0,0.0789642184972763,0.012181052938103676,0.04842337593436241
LangChain MultiVector Retriever (English),urban,former ac stations have transitioned to the urban format.,0.023457495174891017,0.04196114906296548,0.19999999999999998,0.0,0.19999999999999998,0.2631578947368421,0,-0.20846711099147797,0.0020375391468405724,-0.11023559421300888
LangChain MultiVector Retriever (English),hot ac,"the soft ac format is still viable, although it may face demographic pressures similar to those experienced by jazz, big band, and oldies formats.",0.009849574084214482,0.013353534059549444,0.07692307692307693,0.0,0.07692307692307693,0.10869565217391305,0,-0.31512683629989624,0.011664818972349167,-0.1761261522769928
LangChain MultiVector Retriever (English),physical record,declining physical record sales harmed the adult contemporary genre.,0.056950849982219685,0.08392229812593097,0.3636363636363636,0.2222222222222222,0.3636363636363636,0.6696428571428572,0,-0.1552262008190155,0.1197998970746994,-0.03156909719109535
LangChain MultiVector Retriever (English),1960s,the earliest decade represented by the oldies on soft ac stations is the 1960s.,0.016591439325163958,0.02627961710408444,0.13333333333333333,0.0,0.13333333333333333,0.20833333333333337,0,-0.22678859531879425,0.09239999204874039,-0.08826057612895966
LangChain MultiVector Retriever (English),jazz,"jazz is represented on modern soft ac stations, along with rb, pop, and rock.",0.014238348381961592,0.021476912089159056,0.13333333333333333,0.0,0.13333333333333333,0.1851851851851852,0,-0.09785943478345871,0.4435573220252991,0.11737638711929321
LangChain MultiVector Retriever (English),easy listening,new songs on soft ac stations often belong to the adult standards format.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.13991613686084747,-0.1282253861427307,-0.12955324351787567
LangChain MultiVector Retriever (English),the late 2000searly 2010s,the context does not specify a particular period during which soft ac stations attempted to reinvent themselves.,0.014238348381961592,0.021476912089159056,0.09523809523809523,0.0,0.09523809523809523,0.0925925925925926,0,-0.2503497302532196,-0.3968062400817871,-0.32537102699279785
LangChain MultiVector Retriever (English),soft adult contemporary,soft adult contemporary music was described as being the acoustic equivalent to prozac.,0.09010288336595924,0.10571070857151538,0.375,0.2857142857142857,0.375,0.7181571815718159,0,0.10455694049596786,0.5599490404129028,0.2980613112449646
LangChain MultiVector Retriever (English),1970s,the soft adult contemporary format saw its birth in the 1980s.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.05679705739021301,0.16530057787895203,0.04709149897098541
LangChain MultiVector Retriever (English),weeifm,weeifm in boston introduced the term soft rock.,0.02573285025273419,0.04767707020457095,0.2222222222222222,0.0,0.2222222222222222,0.27777777777777785,0,-0.05170425400137901,0.39622002840042114,0.13530997931957245
LangChain MultiVector Retriever (English),boston,the station that introduced the term soft rock was based in boston.,0.018724372764461875,0.030890553181566974,0.15384615384615385,0.0,0.15384615384615385,0.22727272727272732,0,-0.34840261936187744,0.07973084598779678,-0.1786375790834427
LangChain MultiVector Retriever (English),baloney,baloney,1.0,1.0000000000000004,1.0,0.0,1.0,0.5,1,1.0000009536743164,1.0000009536743164,1.0000009536743164
LangChain MultiVector Retriever (English),canada,canada,1.0,1.0000000000000004,1.0,0.0,1.0,0.5,1,1.0000009536743164,1.0000009536743164,1.0000009536743164
LangChain MultiVector Retriever (English),beautiful music,soft adult contemporary is a successor to the beautiful music format.,0.04774753205784679,0.06772997136689071,0.3076923076923077,0.18181818181818182,0.3076923076923077,0.6250000000000001,0,0.10531104356050491,0.2883370816707611,0.19344192743301392
LangChain MultiVector Retriever (English),office workers,office workers are stereotypically held by soft adult contemporary listeners.,0.05190794196013298,0.07495553473355841,0.33333333333333337,0.19999999999999998,0.33333333333333337,0.646551724137931,0,-0.045927174389362335,0.5320507287979126,0.18268771469593048
LangChain MultiVector Retriever (English),females aged 2554,"soft adult contemporary is marketed towards office workers, particularly females aged 2554.",0.09010288336595924,0.10571070857151538,0.4,0.3076923076923077,0.4,0.7181571815718159,0,0.15712954103946686,0.5114879608154297,0.31467899680137634
LangChain MultiVector Retriever (English),kost,kost first introduced the tagline everyone at work can agree on.,0.020044994979069072,0.033864985683445356,0.16666666666666669,0.0,0.16666666666666669,0.2380952380952381,0,-0.31895387172698975,0.13512758910655975,-0.14009703695774078
LangChain MultiVector Retriever (English),raising children,soft adult contemporary songs sometimes discuss friendships.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1283576637506485,-0.06888869404792786,-0.09512767195701599
LangChain MultiVector Retriever (English),1960s and 1970s,music from the 1960s and 1970s is notably featured on the soft ac format.,0.08392010470693981,0.0978237574896145,0.35294117647058826,0.2666666666666667,0.35294117647058826,0.701058201058201,0,0.06617143750190735,0.49991756677627563,0.2512526214122772
LangChain MultiVector Retriever (English),soul,soft ac stations notably feature soul music along with classic rb.,0.020044994979069072,0.033864985683445356,0.16666666666666669,0.0,0.16666666666666669,0.2380952380952381,0,-0.38428786396980286,-0.11400654166936874,-0.26635026931762695
LangChain MultiVector Retriever (English),hot ac,soft ac is often contrasted with the adult standards format.,0.021598265052211615,0.03747776736677921,0.16666666666666669,0.0,0.16666666666666669,0.1724137931034483,0,-0.1710962951183319,0.09053214639425278,-0.05270014703273773
LangChain MultiVector Retriever (English),jazz and big band,the jazz and big band formats faced demographic pressures in the 1960s and 1970s.,0.16451929399933107,0.16451929399933107,0.4444444444444445,0.375,0.4444444444444445,0.618872549019608,0,0.1533803641796112,0.5208140015602112,0.3158290982246399
LangChain MultiVector Retriever (English),oldies,the soft ac adult contemporary format is facing demographic pressures in the present day.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.15944306552410126,-0.2827182412147522,-0.22060060501098633
LangChain MultiVector Retriever (English),adult standards,many of the former soft ac artists have moved to the adult standards format.,0.03868052697542155,0.052559234208168874,0.25,0.14285714285714288,0.25,0.5681818181818182,0,-0.11548332870006561,0.39273497462272644,0.08880791813135147
LangChain MultiVector Retriever (English),incorporating more oldies,incorporating more oldies into their playlists and playing softer songs that fit the traditional definition of ac.,0.06970967722038429,0.07994607499472017,0.3,0.2222222222222222,0.3,0.6543209876543211,0,0.12520799040794373,0.603615939617157,0.3271853029727936
LangChain MultiVector Retriever (English),aging demographics,adult standards format radio stations are declining due to aging demographics.,0.04774753205784679,0.06772997136689071,0.3076923076923077,0.18181818181818182,0.3076923076923077,0.6250000000000001,0,0.030751286074519157,0.3405955731868744,0.16986680030822754
LangChain MultiVector Retriever (English),frank sinatra,frank sinatra is also featured on the soft ac format.,0.05190794196013298,0.07495553473355841,0.33333333333333337,0.19999999999999998,0.33333333333333337,0.646551724137931,0,0.01729903183877468,0.41737625002861023,0.189472958445549
LangChain MultiVector Retriever (English),contemporary mainstream music,"hot adult contemporary stations feature contemporary mainstream music, pop music, alternative rock, teen pop, urban, and rhythmic dance tracks.",0.05022135506220879,0.056066684111954215,0.2727272727272727,0.19999999999999998,0.2727272727272727,0.4914529914529915,0,0.08687850832939148,0.4424552619457245,0.24399062991142273
LangChain MultiVector Retriever (English),adult,the primary audience of hot adult contemporary format stations is the 2544 age group.,0.016591439325163958,0.02627961710408444,0.13333333333333333,0.0,0.13333333333333333,0.20833333333333337,0,-0.40159323811531067,-0.26068219542503357,-0.3325195610523224
LangChain MultiVector Retriever (English),generation z,hot ac stations featuring more pop and alternative rock focus on the generation z audience.,0.036422694300114855,0.048911878744807256,0.23529411764705882,0.13333333333333333,0.23529411764705882,0.5514705882352943,0,-0.15555760264396667,0.232446551322937,0.008429781533777714
LangChain MultiVector Retriever (English),teen pop,pop music and alternative rock are featured on hot ac stations with a younger audience.,0.01571523700545522,0.024455939372403628,0.11764705882352941,0.0,0.11764705882352941,0.1470588235294118,0,-0.2577134966850281,-0.18527492880821228,-0.21814368665218353
LangChain MultiVector Retriever (English),dancepop,dancepop.,0.06754436142034707,0.49999999999999994,1.0,0.0,1.0,0.45454545454545453,0,0.7478250861167908,0.8567996025085449,0.8015191555023193
LangChain MultiVector Retriever (English),boybands,backstreet boys and westlife are mainly power pop boybands.,0.023457495174891017,0.04196114906296548,0.19999999999999998,0.0,0.19999999999999998,0.2631578947368421,0,-0.04196996986865997,0.21964646875858307,0.0777537077665329
LangChain MultiVector Retriever (English),power pops,the context does not provide information about the genre of music played by westlife.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.2523464560508728,-0.22795477509498596,-0.23535265028476715
LangChain MultiVector Retriever (English),soft rock,rockoriented music.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.11168084293603897,0.01043057069182396,0.06258882582187653
LangChain MultiVector Retriever (English),1854,the target age range of hot ac stations is 2544.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.20880499482154846,-0.07329846173524857,-0.14141717553138733
LangChain MultiVector Retriever (English),kmxb,mike marino worked for kmxb in las vegas in 1997.,0.021598265052211615,0.03747776736677921,0.18181818181818182,0.0,0.18181818181818182,0.25000000000000006,0,-0.19143451750278473,0.16828739643096924,-0.03800991177558899
LangChain MultiVector Retriever (English),las vegas,the context does not provide information about the location of the radio station kmxb in 1997.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.352942556142807,-0.34390538930892944,-0.3430371880531311
LangChain MultiVector Retriever (English),1834,the context does not provide specific information about the age demographic that modern rock radio is focused on.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.3842192590236664,-0.4169003665447235,-0.3953191637992859
LangChain MultiVector Retriever (English),men,the provided context does not specify the sex of the listeners modern rock radio is geared towards.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.4793299436569214,-0.37315207719802856,-0.4249058663845062
LangChain MultiVector Retriever (English),women,the context does not provide specific information about the sex that adult contemporary radio is said to appeal to.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.3665935695171356,-0.37870287895202637,-0.3671818971633911
LangChain MultiVector Retriever (English),adult,urban ac is focused towards adult africanamerican audiences.,0.02573285025273419,0.04767707020457095,0.2222222222222222,0.0,0.2222222222222222,0.27777777777777785,0,-0.19967952370643616,0.06365908682346344,-0.080999955534935
LangChain MultiVector Retriever (English),africanamerican,the target demographic of urban ac radio is adult africanamerican audiences.,0.020044994979069072,0.033864985683445356,0.16666666666666669,0.0,0.16666666666666669,0.2380952380952381,0,-0.014639304019510746,0.34096643328666687,0.14094437658786774
LangChain MultiVector Retriever (English),des'ree,des'ree is an example of an artist played on urban ac format radio stations.,0.016591439325163958,0.02627961710408444,0.23529411764705882,0.13333333333333333,0.23529411764705882,0.20833333333333337,0,-0.1556062251329422,0.3341425955295563,0.04134046658873558
LangChain MultiVector Retriever (English),i ain't movin',i ain't movin',1.0,1.0000000000000004,1.0,1.0,1.0,0.996,1,0.9999998807907104,0.9999998807907104,0.9999998807907104
LangChain MultiVector Retriever (English),black,the artists commonly played on urban adult contemporary radio are most often black.,0.01758542189440898,0.028398387225677894,0.14285714285714288,0.0,0.14285714285714288,0.2173913043478261,0,-0.1490027904510498,0.026712866500020027,-0.06453459709882736
LangChain MultiVector Retriever (English),soft ac,urban ac is similar to soft ac.,0.07122722710132624,0.1104479556707894,0.4444444444444445,0.2857142857142857,0.4444444444444445,0.7211538461538463,0,0.12464635819196701,0.2194235920906067,0.1735471934080124
LangChain MultiVector Retriever (English),hiphop,hiphop is not played frequently on urban ac.,0.02573285025273419,0.04767707020457095,0.2222222222222222,0.0,0.2222222222222222,0.27777777777777785,0,-0.07201884686946869,0.5198585391044617,0.15955355763435364
LangChain MultiVector Retriever (English),rb and soul music,rb and soul music are popular on urban ac.,0.2626909894424158,0.26269098944241587,0.6153846153846153,0.5454545454545454,0.6153846153846153,0.8627717391304348,0,0.22913581132888794,0.7350452542304993,0.44306400418281555
LangChain MultiVector Retriever (English),luther vandross,luther vandross is a wellknown urban ac artist.,0.06321087140417253,0.09535414040914192,0.4,0.25,0.4,0.6944444444444445,0,0.25095540285110474,0.628849983215332,0.4185655415058136
LangChain MultiVector Retriever (English),hot ac,urban ac is not similar to hot ac.,0.06321087140417253,0.09535414040914192,0.4,0.25,0.4,0.6944444444444445,0,-0.008229279890656471,0.15377458930015564,0.07075399905443192
LangChain MultiVector Retriever (English),rhythmic oldies,the radio format similar to urban ac but features older soul and rb songs is soft ac.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.035041436553001404,0.1841437965631485,0.06778385490179062
LangChain MultiVector Retriever (English),1960s,the 1960s.,0.07249749990681824,0.27516060407455223,0.6666666666666666,0.0,0.6666666666666666,0.4166666666666667,0,0.45689713954925537,0.4658019244670868,0.46349987387657166
LangChain MultiVector Retriever (English),1990s,the 1980s.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.414747416973114,0.3870393633842468,0.40317365527153015
LangChain MultiVector Retriever (English),africanamericans,the target demographic of the rhythmic oldies format is likely adults who enjoy old school rb and soul hits from the 1960s to the 1990s.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.2123866230249405,-0.1538017988204956,-0.1793176531791687
LangChain MultiVector Retriever (English),quiet storm,the radio format that consists of ballads and slow jams is adult contemporary music.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.13084903359413147,-0.15269368886947632,-0.13730724155902863
LangChain MultiVector Retriever (English),quiet storm,the radio format that is a mixture of urban and soft adult contemporary is called urban adult contemporary urban ac.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.24958957731723785,-0.17790493369102478,-0.2103818655014038
LangChain MultiVector Retriever (English),the evening,the quiet storm format is played during the evening.,0.056950849982219685,0.08392229812593097,0.3636363636363636,0.2222222222222222,0.3636363636363636,0.6696428571428572,0,0.1157798171043396,0.49956002831459045,0.283787339925766
LangChain MultiVector Retriever (English),black and latino,the typical ethnicity of artists played on quiet storm stations is mostly black and latino.,0.0785576563171084,0.09103526405546068,0.33333333333333337,0.25,0.33333333333333337,0.6847545219638244,0,0.0104637136682868,0.5823411345481873,0.2395695149898529
LangChain MultiVector Retriever (English),vanessa l. williams,vanessa l. williams,0.5757197301274735,1.0000000000000004,1.0,1.0,1.0,0.9814814814814815,1,1.0,1.0,1.0
LangChain MultiVector Retriever (English),mainstream ac,mainstream adult contemporary ac might feature music from sade.,0.027895820162122397,0.04990049701936832,0.3636363636363636,0.0,0.3636363636363636,0.35714285714285715,0,0.04005694389343262,0.4761812686920166,0.2253883332014084
LangChain MultiVector Retriever (English),smooth jazz,the rhythmic oldies format is sometimes played on urban ac stations.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.03371761739253998,0.07515285909175873,0.021927757188677788
LangChain MultiVector Retriever (English),the weekends,"you might hear smooth jazz on a soft ac station when artists like george benson, kenny g, and dave koz have crossover hits that fit the soft ac style.",0.008811835296733616,0.011599713834969503,0.06451612903225806,0.0,0.06451612903225806,0.10000000000000002,0,-0.3650527894496918,-0.17828109860420227,-0.27748367190361023
LangChain MultiVector Retriever (English),smooth ac,smooth ac,0.2213885886251307,1.0000000000000004,1.0,1.0,1.0,0.9375,1,0.9999991655349731,0.9999991655349731,0.9999991655349731
LangChain MultiVector Retriever (English),to lure younger listeners,the smooth jazz format was renamed to smooth ac.,0.023457495174891017,0.04196114906296548,0.15384615384615383,0.0,0.15384615384615383,0.10869565217391304,0,-0.23520387709140778,-0.21826961636543274,-0.22189690172672272
LangChain MultiVector Retriever (English),urban ac,adult contemporary rb might be featured on urban ac stations.,0.05190794196013298,0.07495553473355841,0.33333333333333337,0.19999999999999998,0.33333333333333337,0.646551724137931,0,-0.08553704619407654,0.27331259846687317,0.06992699950933456
LangChain MultiVector Retriever (English),songcraft and sophistication,"adult contemporary rb music emphasizes lush, soothing, and highly polished qualities with an emphasis on melody and harmonies. it often features classic songwriting touches, organicleaning instrumentation, string arrangements, and horn charts.",0.007633935801913548,0.00969094302009921,0.0588235294117647,0.0,0.0588235294117647,0.07692307692307693,0,-0.07726439833641052,0.307975709438324,0.08768066763877869
LangChain MultiVector Retriever (English),philly soul,philly soul,0.2213885886251307,1.0000000000000004,1.0,1.0,1.0,0.9375,1,0.9999997615814209,0.9999997615814209,0.9999997615814209
LangChain MultiVector Retriever (English),1970s,the context does not provide information about the decade during which smooth soul was popular.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.28926366567611694,-0.20555351674556732,-0.24453853070735931
LangChain MultiVector Retriever (English),sequencers,sequencers are often found in modern rbbased music along with drum machines and synthesizers.,0.016591439325163958,0.02627961710408444,0.13333333333333333,0.0,0.13333333333333333,0.20833333333333337,0,-0.25736203789711,0.2761114835739136,-0.0523785762488842
LangChain MultiVector Retriever (English),jazzrb fusion,patti austin performed lush jazzrb fusion.,0.081939171811711,0.13134549472120788,0.5,0.33333333333333337,0.5,0.75,0,0.281482994556427,0.6166608929634094,0.4328371584415436
LangChain MultiVector Retriever (English),crossover rb,keith sweat was a musician of the stylish crossover rb genre.,0.04774753205784679,0.06772997136689071,0.3076923076923077,0.18181818181818182,0.3076923076923077,0.6250000000000001,0,0.12417775392532349,0.49962395429611206,0.28922387957572937
LangChain MultiVector Retriever (English),1980s,musicians like al jarreau and luther vandross were notably successful during the 1980s.,0.01758542189440898,0.028398387225677894,0.14285714285714288,0.0,0.14285714285714288,0.2173913043478261,0,-0.21051067113876343,0.3790851831436157,0.01289735734462738
LangChain MultiVector Retriever (English),ballads,leona lewis was known for ballads.,0.03235934848975789,0.06567274736060395,0.2857142857142857,0.0,0.2857142857142857,0.31250000000000006,0,-0.023200849071145058,0.21315819025039673,0.08663896471261978
LangChain MultiVector Retriever (English),babyface,babyface wrote boyz ii men's i'll make love to you.,0.018724372764461875,0.03747776736677921,0.15384615384615385,0.0,0.15384615384615385,0.22727272727272732,0,-0.2786564528942108,0.2509858310222626,-0.0759795680642128
LangChain MultiVector Retriever (English),contemporary christian music,ccm is an acronym for contemporary christian music.,0.1444977144915524,0.17747405280050266,0.5454545454545454,0.4444444444444445,0.5454545454545454,0.8179012345679013,0,0.29341408610343933,0.489782452583313,0.38745203614234924
LangChain MultiVector Retriever (English),christian ac,mercyme performs christian adult contemporary music.,0.03235934848975789,0.06567274736060395,0.25,0.0,0.25,0.2,0,-0.05200783163309097,0.07545262575149536,0.011931600980460644
LangChain MultiVector Retriever (English),radio records,radio records includes christian ac with its format charts.,0.056950849982219685,0.08392229812593097,0.3636363636363636,0.2222222222222222,0.3636363636363636,0.6696428571428572,0,0.019052648916840553,0.48685508966445923,0.21471142768859863
LangChain MultiVector Retriever (English),hot ac,hot ac formats have also featured christian ac artists on a crossover basis.,0.041263216881455095,0.05679677445135579,0.2666666666666667,0.15384615384615385,0.2666666666666667,0.31250000000000006,0,-0.11493230611085892,0.29067733883857727,0.056099407374858856
LangChain MultiVector Retriever (English),soft ac,soft ac stations are especially known for playing christmas music during the christmas season.,0.03868052697542155,0.052559234208168874,0.25,0.14285714285714288,0.25,0.5681818181818182,0,-0.1459980309009552,0.39324110746383667,0.06641203165054321
