Ground Truth,Modified RAG Answer,Traditional RAG Answer,BLEU (Mod),SacreBLEU (Mod),METEOR (Mod),ROUGE-1 (Mod),ROUGE-2 (Mod),ROUGE-L (Mod),BERTScore (Mod),Exact Match (Mod),BLEU (Trad),SacreBLEU (Trad),METEOR (Trad),ROUGE-1 (Trad),ROUGE-2 (Trad),ROUGE-L (Trad),BERTScore (Trad),Exact Match (Trad)
سر اسٹیو ریڈگریو,چینی 1992 اولمپک چیمپئن سوئمر لین لی لندن کے راستے کے لئے مشعل کو تھامنے والا پہلا شخص تھا۔,سر اسٹیو ریڈگریو لندن کے راستے کے لئے مشعل کو تھامنے والے پہلے شخص تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6182111501693726,0,0.08392010470693981,9.78237574896145,0.701058201058201,0.0,0.0,0.0,0.766388475894928,0
بینر,ایفل ٹاور سے متعلق کوئی معلومات فراہم نہیں کی گئی۔,ایفل ٹاور پر احتجاج کا بینر لٹکا ہوا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6740618348121643,0,0.02573285025273419,4.767707020457095,0.27777777777777785,0.0,0.0,0.0,0.698038637638092,0
جن جِنگ,سیاق و سباق میں کسی مشعل بردار کے وہیل چیئر پر ہونے کا ذکر نہیں ہے۔,اینڈریو مائیکل وہیل چیئر پر مشعل بردار تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6098712682723999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6304807662963867,0
ناگانو,میک کووی کوو میں مشعل ریلے کا آغاز ہوا۔,یہ ایونٹ ناگانو میں 26 اپریل کو منعقد ہوا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.663797914981842,0,0.02573285025273419,4.767707020457095,0.27777777777777785,0.0,0.0,0.0,0.7066084146499634,0
ویل چیئر میں فرشتہ,نسلی چینیوں نے جِن جِنگ کو کچھ نہیں کہا۔,نسلی چینیوں نے جِن جِنگ کو فرشتہ کہا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6812162399291992,0,0.02573285025273419,4.767707020457095,0.11111111111111112,0.0,0.0,0.0,0.7447425723075867,0
سلطان احمد اسکوائر,مشعل ریلی سلطان احمد اسکوائر سے شروع ہوئی۔,سلطان احمد اسکوائر سے شروع ہوئی۔,0.16508103044554204,20.556680845025987,0.8412698412698413,0.0,0.0,0.0,0.8043090105056763,0,0.23376641384792204,30.213753973567677,0.8922558922558923,0.0,0.0,0.0,0.840858519077301,0
ایفل ٹاور,رپورٹرز ود آؤٹ بارڈرز نے ایفل ٹاور پر چڑھ کر احتجاج کا بینر لٹکایا۔,ایفل ٹاور پر چڑھنا اور اس پر احتجاج کا بینر لگانا۔,0.041263216881455095,5.679677445135579,0.5859375000000001,0.0,0.0,0.0,0.7433558106422424,0,0.05190794196013298,7.495553473355842,0.646551724137931,0.0,0.0,0.0,0.7530934810638428,0
لن ہیٹ فیلڈ ڈڈس,انسانی حقوق کے بارے میں خدشات کی وجہ سے کسی جمہوریت کے حامی سیاستدان کو مشعل بردار کے طور پر منتخب نہیں کیا گیا۔,لن ہیٹ فیلڈ ڈڈس نے انسانی حقوق کے بارے میں خدشات کی وجہ سے مشعل بردار کے طور پر واپس لے لیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6228893995285034,0,0.1081300533795917,10.813005337959174,0.6842672413793104,0.0,0.0,0.0,0.766843855381012,0
20,قازقستان میں روٹ کے لئے کلومیٹر میں فاصلہ فراہم نہیں کیا گیا۔,20 کلومیٹر۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5479245185852051,0,0.06754436142034707,49.99999999999999,0.45454545454545453,1.0,0.0,1.0,0.6492959856987,0
چین میں انسانی حقوق کا احترام,وقفے کی درخواست اس لیے کی گئی تاکہ ممبران پارلیمنٹ باہر نکل سکیں اور ایک بینر کھول سکیں۔,"عارضی طور پر رکنے کے دوران بینر کی نقاب کشائی اس لیے کی گئی تاکہ ""ایک دنیا، ایک خواب"" کا پیغام پہنچایا جا سکے۔",0.0,0.0,0.0,0.0,0.0,0.0,0.6501211524009705,0,0.011199617145528714,1.4445809981770859,0.06410256410256411,0.0,0.0,0.0,0.6704768538475037,0
چین میں انسانی حقوق کا احترام,"کارکنوں نے دو بینر کھولے، ایک کہتا تھا ""ایک دنیا، ایک خواب۔ آزاد تبت"" اور دوسرا ""آزاد تبت '08""۔","بینر پر ""فری تبت"" لکھا گیا تھا۔",0.0,0.0,0.0,0.0,0.0,0.0,0.6315032243728638,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6927001476287842,0
ٹروکیڈرو,ٹروکیڈرو پر تبتی جھنڈا رکھا جا سکتا تھا۔,ﭨروﮐﯾڈرو ﻣﯾں ﺗﺑﺗﯽ ﺟﮭﻧڈا رکھا جا سکتا تھا۔,0.028599617161713803,5.522397783539471,0.2941176470588236,0.0,0.0,0.0,0.753527820110321,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6056084036827087,0
تبت کے لئے آزادی!,"ممبران پارلیمنٹ نے ""تبت کے لئے آزادی"" کا نعرہ لگایا۔",مظاہروں کے دوران پارلیمنٹ کے ارکان نے کوئی چیخیں نہیں ماریں۔,0.056950849982219685,21.200626759025184,0.4076086956521739,0.0,0.0,0.0,0.7732100486755371,0,0.021598265052211615,3.7477767366779213,0.10638297872340427,0.0,0.0,0.0,0.6510469317436218,0
9 اپریل,9 اپریل کو سان فرانسسکو، کیلیفورنیا میں ریلے ہوا۔,9 اپریل کو سان فرانسسکو، کیلیفورنیا میں مشعل ریلے کا شمالی امریکہ کا حصہ ہوا۔,0.06321087140417253,9.535414040914192,0.6944444444444445,1.0,0.0,1.0,0.7074413299560547,0,0.03868052697542155,5.255923420816887,0.5681818181818182,1.0,0.0,1.0,0.6695137023925781,0
ٹروکیڈرو,ٹروکیڈرو کے علاوہ ہر جگہ تبتی جھنڈوں پر پابندی عائد تھی۔,ﭨروﮐﯾڈرو کے علاوہ ہر جگہ تبتی جھنڈے پر پابندی عائد کر دی گئی۔,0.021598265052211615,3.7477767366779213,0.25000000000000006,0.0,0.0,0.0,0.7318302392959595,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5996251106262207,0
پیٹر اوبرتھ,سیاق و سباق میں امریکی اولمپک کمیٹی کے سربراہ کا ذکر نہیں ہے۔,پیٹر اوبروت۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6546381711959839,0,0.06754436142034707,49.99999999999999,0.25,0.0,0.0,0.0,0.824385404586792,0
پرامن,ریلے الجھن میں گر گیا کیونکہ پہلا رنر واٹر فرنٹ پر ایک گودام میں غائب ہو گیا۔,Trocadéro ریلے کے disruptive نہیں تھا اور کہا گیا ہے کہ روٹ میں تبدیلی کسی بھی منظم احتجاج کو ناکام بنانے کی کوشش تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6662228107452393,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6218594312667847,0
یونائیٹڈ نیشنز پلازہ,سان فرانسسکو میں احتجاج کا منصوبہ مرینا ضلع میں بنایا گیا تھا۔,سان فرانسسکو میں احتجاج کا منصوبہ 9 اپریل کو مشعل کی آمد پر بنایا گیا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6479195952415466,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6401385068893433,0
ریچرڈ گیر,اداکار رچرڈ گیر سان فرانسسکو اولمپک احتجاج میں شرکت کے لئے مقرر کیا گیا تھا۔,اداکار رچرڈ گیر سان فرانسسکو اولمپک احتجاج میں شرکت کے لئے مقرر تھے۔,0.016591439325163958,2.627961710408444,0.15151515151515152,0.0,0.0,0.0,0.7159205675125122,0,0.018724372764461875,3.0890553181566975,0.16129032258064518,0.0,0.0,0.0,0.7249644994735718,0
تین,پانچ افراد پر جرائم کا الزام عائد کیا جا سکتا ہے۔,تین کارکنوں اور پانچ حامیوں پر جرائم کا الزام عائد کیا جا سکتا ہے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6057456731796265,0,0.01758542189440898,2.8398387225677895,0.2173913043478261,0.0,0.0,0.0,0.6091442704200745,0
8 اپریل,احتجاج کی تاریخ سیاق و سباق میں موجود نہیں ہے۔,8 اپریل کو احتجاج کی قیادت رچرڈ گیر اور ڈیسمنڈ ٹٹو نے کی تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6055261492729187,0,0.041263216881455095,5.679677445135579,0.5859375000000001,1.0,0.0,1.0,0.6539129018783569,0
لولا مورا ایمفی تھیٹر,بیونس آئرس میں مشعل کا راستہ کوستانیرا سور میں لولا مورا ایمفی تھیٹر سے شروع ہوا۔,بیونس آئرس میں مشعل کا راستہ کوستانیرا سور میں لولا مورا ایمفی تھیٹر میں ایک فنکارانہ شو سے شروع ہوا۔,0.1531024544118244,15.310245441182444,0.763221153846154,0.0,0.0,0.0,0.75914067029953,0,0.11986062961075741,11.986062961075742,0.7087053571428572,0.0,0.0,0.0,0.7438317537307739,0
مارینا ڈسٹرکٹ,مشعل رن سان فرانسسکو کے مرینا ضلع کے ذریعے آخری حصے کے ساتھ ختم ہوا۔,مشق رن سان فرانسسکو کے مرینا ضلع کے ذریعے آخری حصے کے ساتھ ختم ہوا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6676426529884338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.669662356376648,0
لولا مورا ایمفی تھیٹر,ریلے کا آغاز ٹازارا ریلوے کے گرینڈ ٹرمینل سے ہوا۔,ہانگ کانگ کلچرل سینٹر نے ریلے کے لئے افتتاحی شو کا انعقاد کیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6533268690109253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6397178769111633,0
جین برکن,احتجاج میں کسی نے میڈیا سے بات نہیں کی۔,سر اسٹیو ریڈگریو نے میڈیا سے بات کی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6541396379470825,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6918449997901917,0
فالون گونگ کے دوست,مارک پالمر کی طرف سے فنڈ کیے گئے غیر منافع بخش کا ذکر سیاق و سباق میں نہیں ہے۔,"مارک پالمر نے ""فرینڈز آف فالون گونگ"" کی مالی اعانت کی تھی۔",0.0,0.0,0.0,0.0,0.0,0.0,0.6754104495048523,0,0.020044994979069072,5.679677445135579,0.10416666666666667,0.0,0.0,0.0,0.728286862373352,0
انسانی حقوق مشعل,متبادل مارچ پر اٹھائے جانے والے مشعل کا کوئی خاص نام نہیں دیا گیا۔,لندن ریلے نے مشعل کو ایک موبائل حفاظتی انگوٹھی کے طور پر بیان کیا۔,0.01758542189440898,2.8398387225677895,0.12195121951219513,0.0,0.0,0.0,0.6724088788032532,0,0.01758542189440898,2.8398387225677895,0.12195121951219513,0.0,0.0,0.0,0.7014968991279602,0
فالون گونگ کے دوست,فرینڈز آف فالون گونگ کی مواصلات کی ڈائریکٹر سوسن پراگر ہیں۔,سوسن پریگر فرینڈز آف فالون گونگ کی مواصلات کی ڈائریکٹر ہیں۔,0.05190794196013298,7.495553473355842,0.398936170212766,0.0,0.0,0.0,0.734724223613739,0,0.05190794196013298,7.495553473355842,0.398936170212766,0.0,0.0,0.0,0.737382709980011,0
جناہ اسٹیڈیم,مشعل کو شہر کے مرکزی اسٹیڈیم کے ارد گرد لے جایا گیا۔,جناح اسٹیڈیم کے ٹریک کے ارد گرد مشعل لے جائی گئی۔,0.020044994979069072,3.3864985683445354,0.16666666666666669,0.0,0.0,0.0,0.7287567257881165,0,0.021598265052211615,3.7477767366779213,0.1724137931034483,0.0,0.0,0.0,0.74992436170578,0
ٹازارا,میک کووی کوو میں۔,تزارا ریلوے,0.0,0.0,0.0,0.0,0.0,0.0,0.7106476426124573,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7598035931587219,0
اسلام آباد,اولمپک مشعل کی ریلے کا آغاز اسلام آباد سے ہوا۔,اولمپک مشعل کی ریلے کا آغاز تزارا ریلوے کے گرینڈ ٹرمینل سے ہوا۔,0.056950849982219685,8.392229812593097,0.6696428571428572,0.0,0.0,0.0,0.6914616227149963,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6270507574081421,0
وزیر اعظم یوسف رضا گیلانی,وزیر اعظم یوسف رضا گیلانی نے افتتاحی تقریب میں تقریر کی۔,وزیر اعظم یوسف رضا گیلانی نے بھی افتتاحی تقریب میں تقریر کی۔,0.3508439695638686,35.08439695638686,0.8892857142857143,0.0,0.0,0.0,0.8234145641326904,0,0.31702331385234306,31.702331385234313,0.8736842105263158,0.0,0.0,0.0,0.8093752264976501,0
کونفیٹی,بارش کا ذکر نہیں ہے۔,سیاق و سباق میں بارش کا کوئی ذکر نہیں ہے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6685337424278259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428004503250122,0
نئی دہلی,بھارت میں مشعل ریلے کا ذکر موجود نہیں ہے۔,بھارت میں مشعل ریلے دہلی میں ہوا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.640636682510376,0,0.03235934848975789,6.567274736060395,0.2,0.0,0.0,0.0,0.6947426199913025,0
متنازعہ جزیروں اور چین کے سمندری دعووں کی نشاندہی کرنے والی نکاتی لائنوں,ویب سائٹ سے متنازعہ جزیروں کو چینی علاقہ کے طور پر دکھایا گیا تھا۔,بیجنگ اولمپک کی سرکاری ویب سائٹ سے مشعل ریلی کے نقشے ہٹا دیے گئے تھے جن میں متنازعہ جزیروں کو چینی علاقہ کے طور پر دکھایا گیا تھا۔,0.04566525607137944,6.285596338261262,0.1950805767599661,0.0,0.0,0.0,0.7478336095809937,0,0.025927732347438295,3.176023542809473,0.21767241379310348,0.0,0.0,0.0,0.7179228067398071,0
لیونگ ہانگ مین,مکاؤ میں پہلے مشعل بردار چینی 1992 اولمپک چیمپئن سوئمر لین لی تھے۔,لیونگ ہانگ مین مکاؤ میں پہلے مشعل بردار تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5877546072006226,0,0.1444977144915524,17.747405280050266,0.8179012345679013,0.0,0.0,0.0,0.7884019017219543,0
16 اپریل,اولمپک مشعل 16 اپریل کو پہلی بار اسلام آباد پہنچی۔,مشعل 16 اپریل کو اسلام آباد پہنچی۔,0.056950849982219685,8.392229812593097,0.6696428571428572,1.0,0.0,1.0,0.6405169367790222,0,0.081939171811711,13.134549472120788,0.75,1.0,0.0,1.0,0.6778284907341003,0
پلاسٹک اولمپک شعلہ,ہانگ کانگ الائنس کے ارکان نے جدید انفلیٹبل پلاسٹک اولمپک شعلے لہرائے۔,جدید انفلیٹیبل پلاسٹک اولمپک شعلے لہرائے۔,0.04774753205784679,6.772997136689072,0.48076923076923084,0.0,0.0,0.0,0.7685924172401428,0,0.09717716588732002,16.233395773754953,0.5681818181818182,0.0,0.0,0.0,0.8149668574333191,0
بیجنگ کے حامی کیمپ کے سیاستدانوں,مشعل برداروں میں کھلاڑی، مشہور شخصیات اور بیجنگ کے حامی کیمپ کے سیاستدان شامل تھے۔,کھلاڑی، مشہور شخصیات اور بیجنگ کے حامی کیمپ کے سیاستدان شامل تھے۔,0.2460137257692754,24.601372576927535,0.7217391304347827,0.0,0.0,0.0,0.8095043301582336,0,0.31702331385234306,31.702331385234313,0.7545454545454546,0.0,0.0,0.0,0.8270120620727539,0
ڈاون ٹاؤن اوپیرا ہاؤس,ویتنام میں مشعل کا آغاز میک کووی کوو میں ہوا۔,ویتنام میں مشعل کا واقعہ ہو چی منہ شہر میں منعقد ہوا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6476061344146729,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6240115165710449,0
جین برکن,بیجنگ یونیورسٹی کے پروفیسر نے کہا کہ یہ پہلا موقع ہے کہ چینی میڈیا نے بین الاقوامی معیار پر پورا اترا ہے۔,بی بی سی کے پال ڈنہار نے چین میں اظہار رائے کی آزادی کی کمی کے بارے میں میڈیا سے بات کی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6210843324661255,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6483386754989624,0
سائبرکٹم ڈاٹ کام,یہ معلومات فراہم نہیں کی گئی کہ پیغام کہاں پوسٹ کیا گیا تھا۔,سائبرکٹم ڈاٹ کام پر پوسٹ کیا گیا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6455842852592468,0,0.16508103044554204,20.556680845025987,0.8412698412698413,0.0,0.0,0.0,0.8581027984619141,0
لیونگ ہانگ مین,مکاؤ میں مشعل اٹھانے والا پہلا شخص چینی 1992 اولمپک چیمپئن سوئمر لین لی تھا۔,لیونگ ہانگ مین مکاؤ میں مشعل اٹھانے والے پہلے شخص تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5648758411407471,0,0.11609514815067874,13.950796967929138,0.7748538011695906,0.0,0.0,0.0,0.7591732740402222,0
جانبداری,مغربی میڈیا پر چین کو شیطانی بنانے کا الزام لگایا گیا ہے۔,مغربی میڈیا پر تعصب کا الزام لگایا گیا ہے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6780030131340027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7045645713806152,0
اپریل,آخری بار مشعل 31 مارچ کو بیجنگ میں تھی۔,2008 میں مشعل آخری بار چین میں تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6315658092498779,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6345226764678955,0
ڈیلی ٹیلی گراف,برطانیہ کے کسی اخبار کا ذکر نہیں کیا گیا۔,ڈٰیلی ٹیلی گراف نے برطانیہ میں چینی سفیر فو ینگ کی رائے شائع کی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6657967567443848,0,0.041263216881455095,5.679677445135579,0.4573170731707317,0.0,0.0,0.0,0.7332161068916321,0
1300,کئی سو افراد احتجاج میں جمع ہوئے۔,19 اپریل کو مانچسٹر اور لندن میں بی بی سی کی عمارتوں کے باہر لوگ جمع ہوئے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6219197511672974,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5809350609779358,0
بیجنگ کے ایک شہری,بیجنگ کے ایک شہری کو اس سائٹ کو بنانے کا کریڈٹ ملتا ہے۔,اس سائٹ کو بنانے کا کریڈٹ بیجنگ کے ایک شہری کو ملتا ہے۔,0.1933853138176172,19.338531381761726,0.8099489795918368,0.0,0.0,0.0,0.7789395451545715,0,0.1933853138176172,19.338531381761726,0.8099489795918368,0.0,0.0,0.0,0.7735791802406311,0
امیگریشن وجوہات,امیگریشن وجوہات کی بناء پر Jens Galschiøt کو ہانگ کانگ چھوڑنے پر مجبور کیا گیا۔,جینس گالشیوٹ کو امیگریشن وجوہات کی بناء پر ہانگ کانگ میں داخلے سے انکار کر دیا گیا تھا اور انہیں ہانگ کانگ چھوڑنے پر مجبور کیا گیا تھا۔,0.03868052697542155,5.255923420816887,0.5681818181818182,0.0,0.0,0.0,0.7516201138496399,0,0.02180253718661863,2.6707068119098882,0.40760869565217395,0.0,0.0,0.0,0.7157679796218872,0
فرانسیسی جھنڈوں,بائیکاٹ کے دوران بڑے چینی جھنڈے اور پانی کی بوتلیں چلائی گئیں۔,فرانسیسی جھنڈے جلائے گئے تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.7550792098045349,0,0.0456496931223525,10.682175159905848,0.21739130434782608,0.0,0.0,0.0,0.8253707885742188,0
جاپان مخالف احتجاج,چینی حکومت نے سنسرشپ کے ذریعے صورتحال کو پرسکون کرنے کی کوشش کی۔,چینی حکومت نے 2005 میں تبت کے بارے میں چینی پالیسی کے خلاف بڑے پیمانے پر احتجاج کے بعد اسی طرح کے نتائج سے بچنے کی کوشش کی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6618719696998596,0,0.009849574084214482,1.3353534059549443,0.09090909090909093,0.0,0.0,0.0,0.6841307282447815,0
بہت بڑی پریشانی,ناگانو میں ایونٹ 26 اپریل کو منعقد ہوا۔,ناگانو میں مشعل کی میزبانی کرنے کا موقع مندر زینکو جی نے مسترد کر دیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6487759947776794,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6618462204933167,0
متناسب نیلے رنگ کے ٹریک سوٹ,ان کی سرکاری ٹیم کے ملبوسات کا ذکر نہیں ہے۔,چینی سیکیورٹی گارڈز سرکاری طور پر ٹریک سوٹ میں ملبوس تھے۔,0.023457495174891017,4.196114906296549,0.078125,0.0,0.0,0.0,0.6651777625083923,0,0.05190794196013298,7.495553473355842,0.2884615384615385,0.0,0.0,0.0,0.7179406881332397,0
30 مارچ 2008,مظاہرین نے تبت کو آزاد کرنے کا مطالبہ کرنے کا ذکر موجودہ سیاق و سباق میں نہیں ہے۔,30 مارچ 2008 کو مظاہرین نے تبت کو آزاد کرنے کا مطالبہ کیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5544040203094482,0,0.09731464224859211,11.498759556447217,0.7361111111111112,1.0,1.0,1.0,0.6712119579315186,0
الومینیم,اولمپک مشعل ایلومینیم سے بنائی گئی ہے۔,مشعل ایلومینیم سے بنائی گئی ہے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.7146981954574585,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7328832745552063,0
40,معذرت، دیے گئے سیاق و سباق میں دونوں ٹیموں کے ارکان کی تعداد کے بارے میں معلومات موجود نہیں ہیں۔,معذرت، دی گئی عبارت میں ان دونوں ٹیموں کے ارکان کی تعداد کے بارے میں کوئی معلومات نہیں ہے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5334184765815735,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5390943288803101,0
ماؤنٹ ایورسٹ,مشعل کو کسی پہاڑ پر نہیں لے جایا گیا تھا۔,مشعل ماؤنٹ ایورسٹ کی چوٹی پر لے جایا گیا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6460439562797546,0,0.056950849982219685,8.392229812593097,0.6696428571428572,0.0,0.0,0.0,0.7850932478904724,0
رنگ اورنج جمہوریت گروپ,رنگ اورنج جمہوریت گروپ کی قیادت جینس گالشیوٹ نے کی۔,جینس گالشیوٹ نے رنگین اورنج جمہوریت گروپ کی قیادت کی۔,0.2626909894424158,26.269098944241588,0.8627717391304348,0.0,0.0,0.0,0.833797037601471,0,0.12867201458772706,15.619699684601283,0.640096618357488,0.0,0.0,0.0,0.8081464767456055,0
لاطینی امریکہ ، افریقہ اور مغربی ایشیاء,دنیا کے کسی علاقے میں احتجاجی مظاہروں کی تعداد کم بتائی گئی۔,سان فرانسسکو، پیانگ یانگ، اور پیرس میں احتجاجی مظاہروں کی تعداد کم بتائی گئی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6089248657226562,0,0.01758542189440898,2.8398387225677895,0.07352941176470588,0.0,0.0,0.0,0.6275225281715393,0
نیشنل اسمبلی کے اجلاس,قومی اسمبلی کے اجلاس میں وقفے کی درخواست کی گئی تاکہ ممبران پارلیمنٹ باہر نکل سکیں اور ایک بینر کھول سکیں۔,قومی اسمبلی کے اجلاس میں وقفے کی درخواست کی گئی تاکہ ممبران پارلیمنٹ باہر نکل سکیں اور ایک بینر کھول سکیں۔,0.059717106742068746,6.760229884571737,0.5165692007797272,0.0,0.0,0.0,0.7402787208557129,0,0.059717106742068746,6.760229884571737,0.5165692007797272,0.0,0.0,0.0,0.7402787208557129,0
بد ساختہ اسکولوں,اسکول کے خاتمے پر رپورٹنگ کو سنسر کیا جا رہا تھا۔,بد ساختہ اسکولوں کی کہانیوں کو میڈیا میں سنسر کیا جا رہا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6581169366836548,0,0.09731464224859211,11.498759556447217,0.7361111111111112,0.0,0.0,0.0,0.7588024139404297,0
ریاست کے زیر کنٹرول میڈیا,اسکول کے مسئلے کو کسی نے نظرانداز نہیں کیا ہے۔,ریاستی کنٹرول والے میڈیا نے اس مسئلے کو بڑے پیمانے پر نظرانداز کیا ہے۔,0.023457495174891017,4.196114906296549,0.09090909090909091,0.0,0.0,0.0,0.6574406027793884,0,0.020912708837155788,3.377156414337854,0.16949152542372883,0.0,0.0,0.0,0.7395324110984802,0
کوئی رپورٹ,والدین نے شکایت کی کہ انہیں ابھی تک کوئی رپورٹ موصول نہیں ہوئی۔,والدین نے شکایت کی کہ انہیں ابھی تک کوئی رپورٹ موصول نہیں ہوئی۔,0.044249674106354955,6.178110636313396,0.6048387096774195,0.0,0.0,0.0,0.7098038792610168,0,0.044249674106354955,6.178110636313396,0.6048387096774195,0.0,0.0,0.0,0.7098038792610168,0
اسکول کی تعمیر کے اسکینڈل,چینی حکومت عوامی رائے میں مشعل بجھانے کے واقعے سے ہار گئی۔,چینی حکومت عوامی رائے میں اسکول کی تعمیر کے اسکینڈل سے ہار گئی۔,0.020044994979069072,3.3864985683445354,0.08771929824561403,0.0,0.0,0.0,0.6656086444854736,0,0.2891784933232572,28.917849332325716,0.8586206896551724,0.0,0.0,0.0,0.8071942329406738,0
تھینک لوہے کی تاروں,بلڈرز نے کنکریٹ کی دوبارہ تقویت کے لیے اسٹیل کی سلاخوں کی جگہ پتلی لوہے کی تاروں کا استعمال کیا۔,بلڈر نے اسٹیل کی سلاخوں کی جگہ لوہے کی تاروں کا استعمال کیا۔,0.06270285365635192,7.12695567709093,0.5257936507936508,0.0,0.0,0.0,0.7367181777954102,0,0.09731464224859211,11.498759556447217,0.6009070294784581,0.0,0.0,0.0,0.7828972339630127,0
میانمار,میانمار حکومت نے سمندری طوفان نرگس کے بعد غیر ملکی امداد کو روکا۔,میانمار حکومت نے سمندری طوفان نرگس کے بعد غیر ملکی امداد کو روک دیا۔,0.018724372764461875,3.0890553181566975,0.22727272727272732,0.0,0.0,0.0,0.694868266582489,0,0.01758542189440898,2.8398387225677895,0.2173913043478261,0.0,0.0,0.0,0.6950438618659973,0
بلڈرز نے کنکریٹ کی دوبارہ تقویت کے لئے پتلی لوہے کی تاروں کے ساتھ اسٹیل کی سلاخوں کی جگہ لے کر کونے کاٹ دیئے,کم گریڈ سیمنٹ اور کم اینٹوں کا استعمال کیا گیا ہے۔,عمارتیں گھٹیا اس لیے تعمیر کی گئیں کیونکہ بلڈرز نے کنکریٹ کی دوبارہ مضبوطی کے لیے اسٹیل کی سلاخوں کی جگہ پتلی لوہے کی تاروں کا استعمال کیا، کم گریڈ سیمنٹ اور اینٹوں کا استعمال کیا، اور نگرانی کرنے والی ایجنسیوں نے قومی معیارات کی جانچ نہیں کی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6900405287742615,0,0.19389143446625193,19.389143446625194,0.4227272727272728,0.0,0.0,0.0,0.8040490746498108,0
اے پی,بی بی سی نے چینی آسٹریلویوں کی طرف سے سڈنی میں ایک مظاہرے کی اطلاع دی۔,اے پی نے اطلاع دی ہے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6343706250190735,0,0.09717716588732002,16.233395773754953,0.78125,0.0,0.0,0.0,0.7459059357643127,0
پروپیگنڈا بیورو,حکام نے اسکولوں کے ارد گرد کورڈونز قائم کیے۔,پروپیگنڈا بیورو نے اسکول کے مسئلے کو نظرانداز کرنے کی ہدایات دیں۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6182618141174316,0,0.04774753205784679,6.772997136689072,0.6250000000000001,0.0,0.0,0.0,0.7382584810256958,0
زلزلے کے جواب,چینی حکومت کو زلزلے کے ابتدائی جواب کے لیے سراہا گیا تھا۔,چینی حکومت کو زلزلے کے جواب کے لیے سراہا گیا۔,0.05284133043873052,7.495553473355845,0.3846153846153847,0.0,0.0,0.0,0.7517783641815186,0,0.12867201458772706,15.619699684601283,0.4054054054054054,0.0,0.0,0.0,0.7738615870475769,0
