title,context,question,answer
2008_سیچوان_زلزلے,"اگرچہ چینی حکومت کو ابتدائی طور پر زلزلے کے جواب کے لئے سراہا گیا تھا (خاص طور پر میانمار کے حکمران فوجی جنٹا کے سائیکلون نرگس کے دوران امداد کی ناکہ بندی کے مقابلے میں) ، اس کے بعد اس نے اسکول کی تعمیر کے اسکینڈل پر اعتماد میں کمی دیکھی۔",چینی حکومت عوامی رائے میں کس اسکینڈل سے ہار گئی؟,اسکول کی تعمیر کے اسکینڈل
2008_سیچوان_زلزلے,"15 مئی ، 2008 کو گلوب اینڈ میل ڈاٹ کام کے جیفری یارک نے اطلاع دی کہ خراب طریقے سے تعمیر شدہ عمارتوں کو عام طور پر ٹوفو عمارتیں کہا جاتا ہے کیونکہ بلڈرز نے کنکریٹ کی دوبارہ تقویت کے لئے اسٹیل کی سلاخوں کو تھینک لوہے کی تاروں سے تبدیل کرکے کونے کاٹ دیئے ہیں۔ کم گریڈ سیمنٹ کا استعمال کرتے ہوئے ، اگر کوئی ہے؛ اور ان سے کم اینٹوں کا استعمال کرتے ہوئے۔ مضمون میں ایک مقامی کا حوالہ دیا گیا ہے کہ نگرانی کرنے والی ایجنسیوں نے یہ نہیں چیک کیا کہ آیا یہ قومی معیارات پر پورا اترتا ہے۔",بلڈر نے اسٹیل کی سلاخوں کی جگہ دوبارہ تقویت کے طور پر کیا استعمال کیا؟,تھینک لوہے کی تاروں
2008_سیچوان_زلزلے,"اگرچہ چینی حکومت کو ابتدائی طور پر زلزلے کے جواب کے لئے سراہا گیا تھا (خاص طور پر میانمار کے حکمران فوجی جنٹا کے سائیکلون نرگس کے دوران امداد کی ناکہ بندی کے مقابلے میں) ، پھر اس نے اسکول کی تعمیر کے اسکینڈل پر اعتماد میں کمی دیکھی۔",کس حکومت نے سمندری طوفان نرگس کے بعد امداد کو روک دیا؟,میانمار
2008_سیچوان_زلزلے,"15 مئی ، 2008 کو گلوب اینڈ میل ڈاٹ کام کے جیفری یارک نے اطلاع دی کہ خراب تعمیر شدہ عمارتوں کو عام طور پر ٹوفو عمارتیں کہا جاتا ہے کیونکہ بلڈرز نے کنکریٹ کی دوبارہ تقویت کے لئے پتلی لوہے کی تاروں کے ساتھ اسٹیل کی سلاخوں کی جگہ لے کر کونے کاٹ دیئے۔ کم گریڈ سیمنٹ کا استعمال کرتے ہوئے ، اگر کوئی ہے؛ اور ان سے کم اینٹوں کا استعمال کرتے ہوئے۔ مضمون میں ایک مقامی کا حوالہ دیا گیا ہے کہ نگرانی کرنے والی ایجنسیوں نے یہ نہیں چیک کیا کہ آیا یہ قومی معیارات پر پورا اترتا ہے۔",عمارتیں اتنی گھٹیا کیوں تعمیر کی گئی ہیں؟,بلڈرز نے کنکریٹ کی دوبارہ تقویت کے لئے پتلی لوہے کی تاروں کے ساتھ اسٹیل کی سلاخوں کی جگہ لے کر کونے کاٹ دیئے
2008_سیچوان_زلزلے,اے پی نے رپورٹ کیا کہ ریاستی کنٹرول والے میڈیا نے بظاہر پروپیگنڈا بیورو کی ہدایات کے تحت اس مسئلے کو بڑے پیمانے پر نظرانداز کیا ہے۔ والدین اور رضاکاروں نے حکام سے سوال کیا ہے انہیں حراست میں لیا گیا ہے اور دھمکی دی گئی ہے۔,کس میڈیا ذریعہ نے اس واقعے کی اطلاع دی ہے؟,اے پی
2008_سیچوان_زلزلے,اے پی نے اطلاع دی ہے کہ ریاستی کنٹرول والے میڈیا نے بظاہر پروپیگنڈا بیورو کی ہدایات کے تحت اس مسئلے کو بڑے پیمانے پر نظرانداز کیا ہے۔ والدین اور رضاکاروں نے حکام سے سوال کیا ہے انہیں حراست میں لیا گیا ہے اور دھمکی دی گئی ہے۔,اسکول کے مسئلے کو نظرانداز کرنے کی ہدایات کس نے دیں؟,پروپیگنڈا بیورو
2008_سیچوان_زلزلے,"اگرچہ ابتدائی طور پر چینی حکومت کو اس کے زلزلے کے جواب کے لئے سراہا گیا تھا (خاص طور پر میانمار کے حکمران فوجی جنٹا کے سائیکلون نرگس کے دوران امداد کی ناکہ بندی کے مقابلے میں) ، پھر اس نے اسکول کی تعمیر کے اسکینڈل پر اعتماد میں کمی دیکھی۔",چینی حکومت کو سب سے پہلے کس چیز کے لیے سراہا گیا؟,زلزلے کے جواب
2008_سیچوان_زلزلے,"18 مئی کی شام کو ، سی سی ٹی وی ون نے ایک خصوصی چار گھنٹے کے پروگرام کی میزبانی کی جس کا نام دی گیونگ آف محبت (آسان چینی: 爱的奉献; روایتی چینی: 愛的奉献) ہے ، جس کی میزبانی سی سی ٹی وی نئے سال کے گالا کے باقاعدہ افراد اور چوبیس گھنٹے کوریج اینکر بائی یان سونگ نے کی تھی۔ اس میں چین ، ہانگ کانگ ، سنگاپور اور تائیوان کی تفریحی ، ادبی ، کاروباری اور سیاسی شخصیات کی ایک وسیع رینج نے شرکت کی۔ شام کے عطیات کی مجموعی رقم 1.5 بلین چینی یوآن (~ 208 ملین امریکی ڈالر) تھی۔ عطیات میں ، سی سی ٹی وی نے 50 ملین ین پر سب سے بڑی کارپوریٹ شراکت دی۔ تقریبا ایک ہی وقت میں تائیوان میں ، اسی طرح کے تھیم والے پروگرام کی میزبانی موجودہ صدر ما ینگ جیو نے کی تھی۔ جون میں ، ہانگ کانگ کے اداکار جیکی چن ، جنہوں نے متاثرین کے لئے 1.57 ملین ڈالر کا عطیہ کیا ، نے دیگر فنکاروں کے ساتھ مل کر ایک میوزک ویڈیو بنائی جس کا عنوان تھا وعدہ؛ گانا اینڈی لاؤ نے تشکیل دیا تھا۔ آرٹسٹس 512 فنڈ ریزنگ مہم ، ایک 8 گھنٹے کی فنڈ ریزنگ میراتھن ، 1 جون کو ہانگ کانگ میں منعقد کی گئی تھی۔ اس میں تقریبا 200 سینوسفیئر موسیقاروں اور مشہور شخصیات نے شرکت کی۔ سنگاپور میں ، میڈیا کارپ چینل 8 نے متاثرین کے لئے فنڈز اکٹھا کرنے کے لئے ایک 'لائیو' پروگرام 让爱川流不息 کی میزبانی کی۔",18 مئی کی شام کو سی سی ٹی وی ون نے کیا میزبان کیا؟,چار گھنٹے کے پروگرام کی میزبانی کی جس کا نام دی گیونگ آف محبت
2008_سیچوان_زلزلے,"سٹیٹ کونسل نے 19 مئی 2008 سے زلزلے کے متاثرین کے لئے تین روزہ قومی سوگ کا اعلان کیا۔ چین کا قومی جھنڈا اور ہانگ کانگ اور مکاؤ کے خصوصی انتظامی علاقوں کے علاقائی جھنڈے آدھے مست پر لہرائے گئے۔ یہ پہلی بار تھا کہ کسی ریاستی رہنما کی موت کے علاوہ کسی اور چیز کے لئے قومی سوگ کا اعلان کیا گیا تھا ، اور بہت سے لوگوں نے اسے ماؤ زے ڈونگ کی موت کے بعد سوگ کا سب سے بڑا مظاہرہ قرار دیا ہے۔ زلزلے کے ایک ہفتے بعد 19 مئی 2008 کو 14:28 سی ایس ٹی پر ، چینی عوام نے ایک منٹ کی خاموشی اختیار کی۔ لوگ تین منٹ کے لئے خاموش کھڑے رہے جبکہ فضائی دفاع ، پولیس اور فائر سائرن ، اور گاڑیوں ، بحری جہازوں اور ٹرینوں کے سینگ بجے۔ بیجنگ کی سڑکوں پر کاریں اور ٹرک بھی رک گئے۔ اس کے بعد لوگ خود بخود چیونگ گیو!",ماتم کی مدت کا اعلان کس نے کیا؟,سٹیٹ کونسل
2008_سیچوان_زلزلے,"سانگزاؤ میں سانگزاؤ مڈل اسکول کے پرنسپل ، جو ان کاؤنٹی میں سب سے بڑے میں سے ایک ہے ، کو پرو ایکٹو ایکشن کا سہرا دیا گیا ہے جس نے زلزلے کے وقت موجود تمام 2,323 طلباء کی زندگیوں کو بچایا۔ 2007 میں ختم ہونے والی تین سال کی مدت کے دوران ، اس نے اپنے اسکول کی ایک بڑی بحالی کی نگرانی کی۔ اس وقت کے دوران اس نے کاؤنٹی ایجوکیشن ڈیپارٹمنٹ سے 400،000 یوآن (امریکی ڈالر 60،000) سے زیادہ حاصل کیے ، جو رقم اس کے اسکول کی چاروں منزلوں کے کنکریٹ ستونوں اور بالکونی ریلنگ کو وسیع اور مضبوط کرنے کے ساتھ ساتھ اس کے کنکریٹ فرش کو محفوظ کرنے کے لئے استعمال کی گئی تھی۔",پرنسپل کو کیا کریڈٹ دیا گیا تھا؟,"پرو ایکٹو ایکشن کا سہرا دیا گیا ہے جس نے زلزلے کے وقت موجود تمام 2,323 طلباء کی زندگیوں کو بچایا"
2008_سیچوان_زلزلے,"بیجنگ اولمپک مشعل ریلے کی ننگبو آرگنائزنگ کمیٹی نے اعلان کیا کہ قومی صبح کے دوران ننگبو میں ہونے والی ریلے کو سوگ کی مدت کے لئے معطل کردیا جائے گا۔ زلزلے کے بعد بدھ کے روز ملک میں مشعل کے راستے کو کم کیا گیا تھا ، اور جب اگلے مرحلے کا آغاز روئیجن ، جیانگسی شہر میں ہوا تو ایک منٹ کی خاموشی رہی۔",ریلے کے دوران ایک منٹ کی خاموشی کہاں تھی؟,"روئیجن ، جیانگسی"
2008_سیچوان_زلزلے,"18 مئی کی شام کو ، سی سی ٹی وی -1 نے ایک خصوصی چار گھنٹے کے پروگرام کی میزبانی کی جس کا نام دی گیونگ آف محبت (آسان چینی: 爱的奉献; روایتی چینی: 愛的奉献) ہے ، جس کی میزبانی سی سی ٹی وی نئے سال کے گالا کے باقاعدہ افراد اور چوبیس گھنٹے کوریج اینکر بائی یان سونگ نے کی۔ اس میں چین ، ہانگ کانگ ، سنگاپور اور تائیوان کی تفریحی ، ادبی ، کاروباری اور سیاسی شخصیات کی ایک وسیع رینج نے شرکت کی۔ شام کے عطیات کی مجموعی رقم 1.5 بلین چینی یوآن (~ 208 ملین امریکی ڈالر) تھی۔ عطیات میں ، سی سی ٹی وی نے 50 ملین ین پر سب سے بڑی کارپوریٹ شراکت دی۔ تقریبا ایک ہی وقت میں تائیوان میں ، اسی طرح کے تھیم والے پروگرام کی میزبانی موجودہ صدر ما ینگ جیو نے کی تھی۔ جون میں ، ہانگ کانگ کے اداکار جیکی چن ، جنہوں نے متاثرین کے لئے 1.57 ملین ڈالر کا عطیہ کیا ، نے دیگر فنکاروں کے ساتھ مل کر ایک میوزک ویڈیو بنائی جس کا عنوان تھا وعدہ؛ گانا اینڈی لاؤ نے تشکیل دیا تھا۔ آرٹسٹس 512 فنڈ ریزنگ مہم ، ایک 8 گھنٹے کی فنڈ ریزنگ میراتھن ، 1 جون کو ہانگ کانگ میں منعقد کی گئی تھی۔ اس میں تقریبا 200 سینوسفیئر موسیقاروں اور مشہور شخصیات نے شرکت کی۔ سنگاپور میں ، میڈیا کارپ چینل 8 نے متاثرین کے لئے فنڈز اکٹھا کرنے کے لئے ایک 'لائیو' پروگرام 让爱川流不息 کی میزبانی کی۔",کس کمپنی نے سب سے زیادہ دیا؟,سی سی ٹی وی
2008_سیچوان_زلزلے,"ریاستی کونسل نے زلزلے کے متاثرین کے لئے 19 مئی 2008 سے شروع ہونے والے تین روزہ قومی سوگ کا اعلان کیا۔ چین کا قومی جھنڈا اور ہانگ کانگ اور مکاؤ خصوصی انتظامی علاقوں کے علاقائی جھنڈے آدھے مست پر لہرائے گئے۔ یہ پہلی بار تھا کہ کسی ریاستی رہنما کی موت کے علاوہ کسی اور چیز کے لئے قومی سوگ کا اعلان کیا گیا تھا ، اور بہت سے لوگوں نے اسے ماؤ زے ڈونگ کی موت کے بعد سوگ کا سب سے بڑا مظاہرہ قرار دیا ہے۔ زلزلے کے ایک ہفتے بعد 19 مئی 2008 کو 14:28 سی ایس ٹی پر ، چینی عوام نے ایک منٹ کی خاموشی اختیار کی۔ لوگ تین منٹ کے لئے خاموش کھڑے رہے جبکہ فضائی دفاع ، پولیس اور فائر سائرن ، اور گاڑیوں ، بحری جہازوں اور ٹرینوں کے سینگ بجے۔ بیجنگ کی سڑکوں پر کاریں اور ٹرک بھی رک گئے۔ لوگ خود بخود چیخ چیخ کر پھٹ گئے۔ Zhongouou! (چھو ، چین کی جی!) اور (چھو ، سیچوان کی جی!)",ریاستی کونسل نے کتنی مدت کا اعلان کیا؟,قومی سوگ
2008_سیچوان_زلزلے,"15 مئی تک ، وزیر اعظم وین جیاباؤ نے اضافی 90 ہیلی کاپٹروں کی تعیناتی کا حکم دیا ، جن میں سے 60 پی ایل اے ایف کے ذریعہ فراہم کیے جائیں گے ، اور 30 سول ایوی ایشن انڈسٹری کے ذریعہ فراہم کیے جائیں گے ، جس کے نتیجے میں فضائیہ ، فوج اور سول ایوی ایشن کے ذریعہ امدادی کارروائیوں میں تعینات طیاروں کی کل تعداد 150 سے زیادہ ہوگئی ، جس کے نتیجے میں پیپلز لبریشن آرمی کی تاریخ میں سب سے بڑی غیر جنگی ہوائی نقل و حمل کی کارروائی ہوئی۔",باقی 30 ہیلی کاپٹروں کو کس نے فراہم کیا؟,سول ایوی ایشن انڈسٹری
2008_سیچوان_زلزلے,"والدین کے علاوہ ، سیچوان اسکول کے ایک استاد لیو شاکون کو 25 جون 2008 کو سیچوان زلزلے کے بارے میں افواہیں پھیلانے اور معاشرتی نظم و ضبط کو تباہ کرنے کے الزام میں حراست میں لیا گیا تھا۔ بعد میں لیو کے خاندان کو بتایا گیا کہ اس کے خلاف بغاوت کو بھڑکانے کے جرم کے شبہ میں تفتیش کی جارہی ہے۔ لیو نے شیفانگ کا سفر کیا تھا ، گرنے والی اسکول کی عمارتوں کی تصاویر لی تھیں ، اور انہیں آن لائن ڈال دیا تھا۔ اس نے ایک میڈیا انٹرویو میں ٹوفو ڈریگس عمارتوں پر بھی اپنا غصہ ظاہر کیا تھا۔ اسے مزدوری کے ذریعے ایک سال کی دوبارہ تعلیم کی خدمت کرنے کا حکم دیا گیا تھا۔ چین میں انسانی حقوق کی تنظیم کے مطابق ، لیو کو مزدوری کیمپ سے باہر اپنی آر ٹی ایل سزا کی خدمت کرنے کے لئے رہا کیا گیا ہے۔",اسے کیا سزا دی گئی تھی ؟,ایک سال کی دوبارہ تعلیم
2008_سیچوان_زلزلے,"14 مئی تک ، وزارت سول امور نے بیان کیا کہ چینی عوام نے 10.7 بلین یوآن (تقریبا 1.5 بلین امریکی ڈالر) کا عطیہ کیا تھا۔ ہیوسٹن راکیٹس کے سنٹر یاؤ منگ ، جو ملک کے سب سے مشہور کھیلوں کے شبیہیں میں سے ایک ہیں ، نے چین کی ریڈ کراس سوسائٹی کو 214،000 ڈالر اور 71،000 ڈالر دیئے ہیں۔ ایسوسی ایشن نے اب تک مجموعی طور پر 26 ملین ڈالر کے عطیات بھی جمع کیے ہیں۔ چین میں واقع دیگر کثیر القومی فرموں نے بھی بڑی مقدار میں عطیات کا اعلان کیا ہے۔",یاؤ منگ نے کتنا عطیہ کیا؟,"214،000 ڈالر اور 71،000 ڈالر"
2008_سیچوان_زلزلے,"زلزلے کی شدت اور چین پر میڈیا کی توجہ کی وجہ سے ، غیر ملکی ممالک اور تنظیموں نے فوری طور پر تعزیت اور امداد کی پیش کش کرکے تباہی کا جواب دیا۔ 14 مئی کو یونیسیف نے اطلاع دی کہ چین نے متاثرہ خاندانوں کی ضروریات کا جواب دینے کے لئے بین الاقوامی برادری کی حمایت کی باضابطہ درخواست کی ہے۔",یونیسیف نے کیا اطلاع دی؟,کہ چین نے متاثرہ خاندانوں کی ضروریات کا جواب دینے کے لئے بین الاقوامی برادری کی حمایت کی باضابطہ درخواست کی ہے۔
2008_سیچوان_زلزلے,"نیو یارک ٹائمز نے رپورٹ کیا کہ بیجنگ اور سیچوان میں سرکاری عہدیداروں نے کہا ہے کہ وہ گرنے کی تحقیقات کر رہے ہیں۔ دیہی علاقوں میں تعمیراتی کوڈ کی کمزوری کا اعتراف کرتے ہوئے ، نیشنل ڈویلپمنٹ اینڈ ریفارم کمیشن نے 27 مئی کو کہا کہ اس نے دیہی علاقوں میں پرائمری اور مڈل اسکولوں کے لئے تعمیراتی معیارات کو بہتر بنانے کے لئے ایک ترمیم کا مسودہ تیار کیا ہے۔ کمیشن نے کہا کہ ماہرین اس مسودہ کا جائزہ لے رہے ہیں۔ احتجاج کو محدود کرنے کے لئے ، عہدیداروں نے والدین کو ایک دستاویز پر دستخط کرنے پر مجبور کیا ، جس میں انہیں احتجاج کرنے سے منع کیا گیا ، پیسے کے بدلے میں ، لیکن کچھ نے دستخط کرنے سے انکار کردیا۔ ادائیگی کی رقم اسکول سے مختلف تھی لیکن تقریبا the ایک ہی تھی۔ ہانوانگ میں ، والدین کو نقد رقم میں 8،800 امریکی ڈالر کا ایک پیکیج اور تقریبا 5،600 امریکی ڈالر کی فی والدین پنشن کی پیش کش کی گئی۔ مزید برآں ، عہدیداروں نے خاموشی کے دیگر طریقوں کا استعمال کیا۔ فسادات پولیس کے افسران نے والدین کے احتجاج کو توڑ دیا۔ حکام نے اسکولوں کے ارد گرد کورڈونز قائم کیے۔ اور عہدیداروں نے چینی نیوز میڈیا کو حکم دیا کہ وہ اسکول کے خاتمے پر رپورٹ کرنا بند کردیں۔",عہدیداروں نے چینی نیوز میڈیا کو رپورٹ کرنا بند کرنے کا کیا حکم دیا؟,اسکول کے خاتمے پر
2008_سیچوان_زلزلے,"تاہم ، رائٹرز نے جون میں اطلاع دی کہ ، آج تک ، چینی استغاثہ مئی کے تباہ کن زلزلے کے دوران گرے ہوئے دس اسکولوں کی سرکاری تحقیقات میں شامل ہوچکا ہے تاکہ گرے ہوئے اسکولوں میں تعمیراتی معیار کا پہلا ہاتھ مواد حاصل کیا جاسکے ، ابتدائی تحقیقات کا آغاز کیا جاسکے اور پیشہ ورانہ جرائم کی ممکنہ تحقیقات کی تیاری کی جاسکے۔ یہ بھی اطلاع دی گئی تھی کہ پچھلے مہینے کے زلزلے کے بعد چین بھر کے اسکولوں میں حفاظتی چیک کیے جانے تھے۔",کس گروپ نے اطلاع دی کہ چینی پراسیکیوٹرز اسکول کی عمارت کے گرنے کی تحقیقات میں ملوث تھے؟,رائٹرز
2008_سیچوان_زلزلے,"زلزلے کے بعد ، پورے سرزمین چین کے لوگوں نے عطیات دیئے ، اسکولوں ، بینکوں اور گیس اسٹیشنوں کے آس پاس کے بوتھوں کے ساتھ۔ لوگوں نے خون کا عطیہ بھی دیا ، جس کے نتیجے میں سنہوا کے مطابق چین کے زیادہ تر بڑے شہروں میں لمبی قطاریں کھڑی ہوگئیں۔ بہت سے لوگوں نے موبائل فون پر ٹیکسٹ میسجنگ کے ذریعے چین یونیکوم اور چائنا موبائل کے ذریعہ قائم کردہ اکاؤنٹس میں عطیہ کیا۔ 16 مئی تک ، چینی حکومت نے زلزلے کی امداد کے لئے اب تک مجموعی طور پر 772 ملین ڈالر مختص کیے تھے ، جو 14 مئی سے 159 ملین ڈالر سے تیزی سے بڑھ گیا تھا۔",چینی حکومت نے 16 مئی تک کتنا نامزد کیا تھا؟,772 ملین ڈالر
2008_سیچوان_زلزلے,"تاہم سوالات اب بھی باقی ہیں ، کیونکہ کچھ بدعنوان سرکاری عہدیداروں کو اب بھی انصاف کے سامنے نہیں لایا گیا ہے ، جبکہ بہت سے خاندان جنہوں نے اپنا اکلوتا بچہ کھو دیا ہے ، اب بھی معاوضہ اور انصاف کی تلاش میں ہیں۔ ٹائمز کے مطابق ، بہت سے والدین کو حکومت نے خبردار کیا تھا کہ وہ گرفتاری کی دھمکی کے تحت احتجاج نہ کریں۔",کون انصاف کے سامنے نہیں لایا گیا ہے؟,بدعنوان سرکاری عہدیداروں
2008_سیچوان_زلزلے,"زلزلے کے بعد ، ماہرین اور عام عوام نے اس بارے میں معلومات حاصل کیں کہ آیا زلزلے کی پیش گوئی پہلے سے کی جاسکتی ہے یا نہیں ، اور زلزلے سے متعلق اعداد و شمار کا مطالعہ مستقبل میں زلزلے کی بہتر پیش گوئی کا نتیجہ بن سکتا ہے یا نہیں۔ زلزلے کی پیش گوئی ابھی تک قائم سائنس نہیں ہے۔ سائنسی برادری کے اندر کوئی اتفاق رائے نہیں تھا کہ زلزلے کی پیش گوئی ممکن ہے۔",لوگ جاننا چاہتے تھے کہ کیا ریاضی کا مطالعہ بہتر پیش گوئیاں پیدا کر سکتا ہے؟,اعداد و شمار
2008_سیچوان_زلزلے,"زلزلے کے ایک دن بعد اسٹیٹ کونسل انفارمیشن آفس کے زیر اہتمام ایک پریس کانفرنس میں ، سی ای اے کے زلزلے کی نگرانی کے نیٹ ورک سینٹر کے ڈپٹی ڈائریکٹر ، ارضیات دان ژانگ شیاؤ ڈونگ نے دوبارہ کہا کہ زلزلے کی پیش گوئی ایک عالمی مسئلہ ہے ، اس معنی میں کہ کوئی ثابت شدہ طریقے موجود نہیں ہیں ، اور زلزلے سے پہلے کوئی پیش گوئی نوٹیفکیشن موصول نہیں ہوا۔ آسٹریلیا میں موناش یونیورسٹی کے زلزلے کے ماہر گیری گبسن نے ڈوئچے پریس ایجنسی کو بتایا کہ انہوں نے ایسی کوئی چیز بھی نہیں دیکھی جس کو زلزلے کی پیش گوئی سمجھا جاسکے۔",زلزلے سے پہلے کیا موصول ہوا تھا؟,کوئی پیش گوئی نوٹیفکیشن
2008_سیچوان_زلزلے,"اگرچہ ابتدائی طور پر چینی حکومت کو اس کے زلزلے کے جواب کے لئے سراہا گیا تھا (خاص طور پر میانمار کے حکمران فوجی جنٹا کے سائیکلون نرگس کے دوران امداد کی ناکہ بندی کے مقابلے میں) ، پھر اس نے اسکول کی تعمیر کے اسکینڈل پر اعتماد میں کمی دیکھی۔",چینی حکومت کو سب سے پہلے کس چیز کے لیے سراہا گیا؟,زلزلے کے جواب
2008_سیچوان_زلزلے,"2002 میں ، چینی ارضیات دان چن شوزونگ نے ایک زلزلے کے خطرے کے تجزیے کا مطالعہ شائع کیا جس میں وہ اس نتیجے پر پہنچا کہ 2003 سے شروع ہوکر ، سیچوان خطے میں 7.0 سے زیادہ شدت کے زلزلے کے امکان پر توجہ دی جانی چاہئے۔ اس نے اپنے مطالعے کی بنیاد شماریاتی ارتباط پر رکھی۔ یہ کہ سیچوان زلزلے سے پہلے سالوں سے ایک زلزلے سے فعال علاقہ ہے ، حالانکہ چند مطالعات ایک مخصوص تاریخ اور وقت کی طرف اشارہ کرتے ہیں۔",زلزلے کے خطرے کے تجزیے کو کس نے شائع کیا؟,چن شوزونگ
2008_سیچوان_زلزلے,"12 مئی 2009 کو ، چین نے زلزلے کی پہلی سالگرہ کو ایک لمحے کی خاموشی کے ساتھ منایا جب ملک بھر کے لوگوں نے مرنے والوں کو یاد کیا۔ حکومت نے بیچوان کاؤنٹی کی نشست کے مہر بند کھنڈرات تک تین دن کے لئے رسائی بھی کھول دی ، جس کے بعد اسے ریاستی زلزلے کی باقیات کے میوزیم کے طور پر وقت میں منجمد کردیا جائے گا ، تاکہ لوگوں کو خوفناک تباہی کی یاد دلائی جاسکے۔ زلزلے سے بچ جانے والوں کے لئے رقم اکٹھی کرنے کے لئے ملک بھر میں کئی کنسرٹ بھی ہوئے۔",بیچوان میوزیم کا مقصد لوگوں کو کیا یاد دلانا ہے؟,خوفناک تباہی
2008_سیچوان_زلزلے,"تائیوان سے تائی پے فائر ڈیپارٹمنٹ سمیت بہت سی امدادی ٹیمیں بدھ کے روز ہی سیچوان میں امدادی کوششوں میں شامل ہونے کے لئے تیار تھیں۔ تاہم ، چین کی ریڈ کراس سوسائٹی نے کہا کہ (13 مئی کو) اس وقت زلزلے کے مرکز کے قریب ترین سب سے زیادہ متاثرہ علاقوں میں ٹریفک کے مسئلے کی وجہ سے یہ تکلیف دہ تھا۔ چین کی ریڈ کراس سوسائٹی نے یہ بھی کہا کہ تباہی کے علاقوں کو خیموں ، طبی سامان ، پینے کے پانی اور کھانے کی ضرورت ہے۔ تاہم اس نے دیگر اشیاء کے بجائے نقد رقم عطیہ کرنے کی سفارش کی ، کیونکہ ایسی سڑکوں تک پہنچنا ممکن نہیں تھا جو مکمل طور پر خراب ہوچکی تھیں یا زمین پھٹنے سے بند ہوگئیں۔ لینڈ سلائیڈنگ نے مسلسل 80 مردوں کے سرچ اینڈ ریسکیو گروپ کی پیشرفت کو خطرے میں ڈال دیا ، جن میں سے ہر ایک تقریبا 40 40 کلوگرام امدادی سامان لے کر جارہا تھا ، کمانڈر یانگ وینیاؤ کے تحت ایک موٹرائزڈ انفنٹری بریگیڈ سے ، جب وہ پنگ وو کاؤنٹی میں سطح سمندر سے 4000 میٹر کی اونچائی پر نسلی طور پر تبتی گاؤں سیئر تک پہنچنے کی کوشش کر رہے تھے۔ انتہائی زمین کے حالات نے ہیلی کاپٹر انخلا کے استعمال کو روک دیا ، اور 300 سے زیادہ تبتی دیہاتی اپنے تباہ شدہ گاؤں میں پانچ دن تک بغیر کھانے اور پانی کے پھنس گئے جب تک کہ ریسکیو گروپ آخر کار پہاڑ سے نیچے زخمی اور پھنسے ہوئے دیہاتیوں کی مدد کے لئے نہیں پہنچا۔",کس مسئلے نے امدادی ٹیموں کو متاثرہ علاقوں تک پہنچنے سے روک دیا؟,زمین پھٹنے
2008_سیچوان_زلزلے,"بچاؤ اور بحالی کی کوششوں میں مدد کے لئے معلومات منتقل کرنے کے لئے انٹرنیٹ کا وسیع پیمانے پر استعمال کیا گیا تھا۔ مثال کے طور پر ، سرکاری نیوز ایجنسی سنہوا نے ایک آن لائن بچاؤ کی درخواست کا مرکز قائم کیا تاکہ تباہی کی بحالی کے اندھے مقامات کو تلاش کیا جاسکے۔ یہ جاننے کے بعد کہ بچاؤ کے ہیلی کاپٹروں کو وینچوان میں زلزلے کے مرکز کے علاقے میں اترنے میں دشواری کا سامنا کرنا پڑا ، ایک طالب علم نے آن لائن لینڈنگ کی جگہ تجویز کی اور اسے ہیلی کاپٹروں کے لئے پہلی لینڈنگ کی جگہ کے طور پر منتخب کیا گیا۔ رضاکاروں نے متاثرین اور انخلاء کے لئے رابطہ کی معلومات کو ذخیرہ کرنے میں مدد کے لئے کئی ویب سائٹیں بھی قائم کیں۔ 31 مئی کو ، زلزلے سے بچ جانے والوں اور عملے کے ممبروں کو لے جانے والا ایک بچاؤ ہیلی کاپٹر وینچوان کاؤنٹی میں دھند اور ہنگامے میں گر گیا۔ کوئی زندہ نہیں بچا۔",اس آن لائن ریسکیو درخواست مرکز کا مقصد کیا تھا؟,تباہی کی بحالی کے اندھے مقامات کو تلاش کیا جاسکے
2008_سیچوان_زلزلے,بیجنگ نے 13 مئی کی دیر سے تائیوان سے تزو چی فاؤنڈیشن کی مدد کو قبول کیا۔ تزو چی عوامی جمہوریہ چین کے باہر سے بچاؤ کی کوشش میں شامل ہونے والی پہلی قوت تھی۔ چین نے کہا کہ وہ زلزلے سے نمٹنے کے لئے بین الاقوامی مدد کو شکر گزار قبول کرے گا۔,چین کو کس چیز کے لیے مدد کی ضرورت تھی؟,زلزلے سے نمٹنے
