query,ground_truth_answer,traditional_faithfulness,traditional_answer_relevancy,traditional_context_recall,traditional_context_precision,traditional_entity_recall,modified_faithfulness,modified_answer_relevancy,modified_context_recall,modified_context_precision,modified_entity_recall
جب ریلے گزر رہا تھا تو پارلیمنٹ کے ارکان نے کیا چیخیں ماریں؟,تبت کے لئے آزادی!,0.3055596351623535,0.7585102319717407,0.0,0.0,0.0,0.14034560322761536,0.3262408673763275,0.0,0.0,0.0
ریاستہائے متحدہ میں ریلے کی تاریخ کیا تھی؟,9 اپریل,0.4041528105735779,0.48648473620414734,0.0,0.0,0.0,0.07787635177373886,0.5288128852844238,0.0,0.0,0.0
تبتی جھنڈوں کی اجازت صرف کہاں تھی؟,ٹروکیڈرو,0.20991498231887817,0.5955888032913208,0.0,0.0,0.0,0.461020827293396,0.33265751600265503,0.0,0.0,0.0
امریکی اولمپک کمیٹی کا سربراہ کون تھا؟,پیٹر اوبرتھ,0.5575250387191772,0.7313821315765381,0.0,0.0,0.0,0.5916404724121094,0.842085599899292,0.0,0.0,0.0
Trocadéro ریلے کے disruptive نہیں تھا اور کہا گیا ہے کہ کیا کیا گیا ہے؟,پرامن,0.18027223646640778,0.6002960205078125,0.0,0.0,0.0,0.6405168175697327,0.577987551689148,0.0,0.0,0.0
سان فرانسسکو میں احتجاج کا منصوبہ کہاں بنایا گیا تھا؟,یونائیٹڈ نیشنز پلازہ,0.5714462995529175,0.7999379634857178,0.0,0.0,0.0,0.6620827317237854,0.7969887256622314,0.0,0.0,0.0
کون سا اداکار سان فرانسسکو اولمپک احتجاج میں شرکت کے لئے مقرر کیا گیا تھا؟,ریچرڈ گیر,0.4919285178184509,0.769650399684906,0.0,0.0,0.0,0.2156374603509903,0.26603034138679504,0.0,0.0,0.0
پل اسٹنٹ کے لئے کتنے کارکنوں پر جرائم کا الزام عائد کیا جا سکتا ہے؟,تین,0.31340956687927246,0.42843377590179443,0.0,0.0,0.0,0.026559680700302124,0.2669614255428314,0.0,0.0,0.0
وہ احتجاج کس تاریخ کا تھا جس کی قیادت گیر اور ٹٹو نے کی تھی؟,8 اپریل,0.6871488690376282,0.6380006074905396,0.0,0.0,0.0,0.33909299969673157,0.47631192207336426,0.0,0.0,0.0
بیونس آئرس میں مشعل کا راستہ کہاں سے شروع ہوا؟,لولا مورا ایمفی تھیٹر,0.22039362788200378,0.7350212931632996,0.0,0.0,0.0,0.43056705594062805,0.23532183468341827,0.0,0.0,0.0
بس میں سوار ہونے سے پہلے سان فرانسسکو ٹارچ ریلے کا آخری حصہ کہاں سے کیا گیا تھا؟,مارینا ڈسٹرکٹ,0.5849592685699463,0.6000066995620728,0.0,0.0,0.0,0.33574098348617554,0.5110993385314941,0.0,0.0,0.0
کس جگہ نے ریلے کے لئے افتتاحی شو کا انعقاد کیا؟,لولا مورا ایمفی تھیٹر,0.6142665147781372,0.5757768154144287,0.0,0.0,0.0,0.6658852100372314,0.24774852395057678,0.0,0.0,0.0
ٹروکیڈرو احتجاج میں سے کس نے میڈیا سے بات کی؟,جین برکن,0.42393428087234497,0.605504035949707,0.0,0.0,0.0,0.5464844107627869,0.109693244099617,0.0,0.0,0.0
مارک پالمر کی طرف سے فنڈ کیا گیا تھا کہ غیر منافع بخش کیا تھا؟,فالون گونگ کے دوست,0.4971887767314911,0.8112907409667969,0.0,0.0,0.0,0.39142149686813354,0.7455487251281738,0.0,0.0,0.0
متبادل مارچ پر اٹھائے جانے والے مشعل کو کیا نام دیا گیا تھا؟,انسانی حقوق مشعل,0.6684216856956482,0.7055782079696655,0.0,0.0,0.0,0.361735999584198,0.4144647717475891,0.0,0.0,0.0
سوسن پریگر کس کمپنی کی کمیونیکیشن ڈائریکٹر ہیں؟,فالون گونگ کے دوست,0.4244505763053894,0.7270280718803406,0.0,0.0,0.0,0.08247676491737366,0.28930938243865967,0.0,0.0,0.0
روایتی ریلے کے بجائے، پاکستان میں مشعل کو کہاں لے جایا گیا تھا؟,جناہ اسٹیڈیم,0.5993661880493164,0.6546033620834351,0.0,0.0,0.0,0.3887341022491455,0.2579447031021118,0.0,0.0,0.0
اس ریلوے کا نام کیا ہے جہاں افریقہ میں اولمپک مشعل کی ریلے کا آغاز ہوا؟,ٹازارا,0.4920893907546997,0.5382667183876038,0.0,0.0,0.0,0.5371077060699463,0.8208966255187988,0.0,0.0,0.0
پاکستان میں اولمپک مشعل کی ریلے کا آغاز کہاں سے ہوا؟,اسلام آباد,0.6772975325584412,0.7082785964012146,0.0,0.0,0.0,0.5055097341537476,0.4285787045955658,0.0,0.0,0.0
صدر مشرف کے علاوہ اسلام آباد میں افتتاحی تقریب میں کس نے تقریر کی؟,وزیر اعظم یوسف رضا گیلانی,0.462599515914917,0.6783809065818787,0.0,0.0,0.0,0.4007030129432678,0.7447011470794678,0.0,0.0,0.0
راستے میں کچھ جگہوں پر کیا بارش ہوئی تھی؟,کونفیٹی,0.20261447131633759,0.6621820330619812,0.0,0.0,0.0,0.11791682988405228,0.40163081884384155,0.0,0.0,0.0
بھارت میں مشعل ریلے کہاں ہوا؟,نئی دہلی,0.5709972381591797,0.6879280209541321,0.0,0.0,0.0,0.4620363712310791,0.7742137908935547,0.0,0.0,0.0
اس ویب سائٹ سے کیا ہٹا دیا گیا تھا جس کے بارے میں لی منھ فائی نے لکھا تھا؟,متنازعہ جزیروں اور چین کے سمندری دعووں کی نشاندہی کرنے والی نکاتی لائنوں,0.4205854833126068,0.46860167384147644,0.0,0.0,0.0,0.6672331094741821,0.443064421415329,0.0,0.0,0.0
مکاؤ میں پہلا مشعل بردار کون تھا؟,لیونگ ہانگ مین,0.26899534463882446,0.8435401916503906,0.0,0.0,0.0,0.5314325094223022,0.47156333923339844,0.0,0.0,0.0
مشعل اسلام آباد میں کب پہنچی؟,16 اپریل,0.46517428755760193,0.7273803353309631,0.0,0.0,0.0,0.5917869806289673,0.735756516456604,0.0,0.0,0.0
چین میں محب وطن جمہوری تحریکوں کی حمایت میں ہانگ کانگ الائنس کے ممبروں نے جمہوریت کی علامت کے طور پر کیا لہرایا؟,پلاسٹک اولمپک شعلہ,0.8388767242431641,0.7465353012084961,0.0,0.0,0.0,0.31630939245224,0.8237046003341675,0.0,0.0,0.0
مشعل برداروں میں کھلاڑی، مشہور شخصیات اور کون شامل تھے؟,بیجنگ کے حامی کیمپ کے سیاستدانوں,0.48108476400375366,0.774650514125824,0.0,0.0,0.0,0.46639707684516907,0.6365909576416016,0.0,0.0,0.0
ویتنام میں مشعل کا واقعہ کہاں سے شروع ہوا؟,ڈاون ٹاؤن اوپیرا ہاؤس,0.6492189764976501,0.8297398090362549,0.0,0.0,0.0,0.4381069839000702,0.3866065442562103,0.0,0.0,0.0
چین میں اظہار رائے کی آزادی کی کمی کے بارے میں میڈیا سے کس نے بات کی؟,جین برکن,0.5478850603103638,0.8987084627151489,0.0,0.0,0.0,0.36270737648010254,0.852298378944397,0.0,0.0,0.0
یہ پیغام کہاں پوسٹ کیا گیا تھا؟,سائبرکٹم ڈاٹ کام,0.6643092036247253,0.7034602761268616,0.0,0.0,0.0,0.275886595249176,0.7723707556724548,0.0,0.0,0.0
مکاؤ میں مشعل اٹھانے والا پہلا شخص کون تھا؟,لیونگ ہانگ مین,0.2978130578994751,0.8689373731613159,0.0,0.0,0.0,0.5061535835266113,0.5478729009628296,0.0,0.0,0.0
اس کے نتیجے میں ، چینی حامیوں نے مغربی میڈیا پر الزام لگایا ہے کہ وہ اپنی کوریج میں کیا ہیں؟,جانبداری,0.677261471748352,0.8480465412139893,0.0,0.0,0.0,0.42349880933761597,0.8860615491867065,0.0,0.0,0.0
آخری بار کب مشعل چین میں تھی؟,اپریل,0.5526909828186035,0.5996594429016113,0.0,0.0,0.0,0.645942211151123,0.4738895893096924,0.0,0.0,0.0
برطانیہ کے کس اخبار نے ایک چینی سفیر کی رائے شائع کی کہ مغربی میڈیا نے مشعل کی کوریج کے ساتھ چین کو شیطانی بنا دیا ہے؟,ڈیلی ٹیلی گراف,0.8644514083862305,0.8467124104499817,0.0,0.0,0.0,0.1083909422159195,0.373297780752182,0.0,0.0,0.0
ان دو عمارتوں پر احتجاج کے طور پر کتنے لوگ جمع ہوئے؟,1300,0.4406919777393341,0.4971233606338501,0.0,0.0,0.0,0.6071875095367432,0.6448908448219299,0.0,0.0,0.0
اس سائٹ کو بنانے کا کریڈٹ کس کو ملتا ہے؟,بیجنگ کے ایک شہری,0.6359137296676636,0.450011670589447,0.0,0.0,0.0,0.540127158164978,0.36442598700523376,0.0,0.0,0.0
Jens Galschiøt ہانگ کانگ چھوڑنے کے لئے کیوں بنایا گیا تھا؟,امیگریشن وجوہات,0.7848423719406128,0.5110070705413818,0.0,0.0,0.0,0.48898619413375854,0.6431490182876587,0.5,0.3333333333333333,0.0
ان بائیکاٹ کے دوران کیا جلایا گیا تھا؟,فرانسیسی جھنڈوں,0.6222631931304932,0.7143950462341309,0.0,0.0,0.0,0.5364936590194702,0.7143950462341309,0.0,0.0,0.0
چینی حکومت نے بائیکاٹ میں مداخلت کرنے کی کوشش کی، اسی طرح کے نتائج سے بچنے کی کوشش کی جس میں 2005 میں احتجاج کیا گیا تھا؟,جاپان مخالف احتجاج,0.7477383613586426,0.9281662106513977,0.0,0.0,0.0,0.5438964366912842,0.937660813331604,0.0,0.0,0.0
انہوں نے ناگانو کے لئے مشعل ایونٹ کی میزبانی کرنے کا موقع کیا کہا؟,بہت بڑی پریشانی,0.5073550939559937,0.8931150436401367,0.0,0.0,0.0,0.1309850811958313,0.2529812753200531,0.0,0.0,0.0
ان کی سرکاری ٹیم کے ملبوسات کیا تھے؟,متناسب نیلے رنگ کے ٹریک سوٹ,0.46243545413017273,0.5943369269371033,0.0,0.0,0.0,0.08939407765865326,0.5173983573913574,0.0,0.0,0.0
مظاہرین نے کب تبت کو آزاد کرنے کا مطالبہ کیا؟,30 مارچ 2008,0.8217147588729858,0.7751606702804565,0.0,0.0,0.0,0.29897671937942505,0.6143937110900879,0.0,0.0,0.0
مشعل کس دھات سے بنائی گئی ہے؟,الومینیم,0.6892520189285278,0.7536447048187256,0.0,0.0,0.0,0.46356311440467834,0.7536447048187256,1.0,1.0,0.0
ان دونوں ٹیموں میں سے ہر ایک میں کتنے ارکان ہیں؟,40,0.4999528229236603,0.5988940000534058,0.0,0.0,0.0,0.4008161127567291,0.19478720426559448,0.0,0.0,0.0
مشعل کس پہاڑ پر لے جایا گیا تھا؟,ماؤنٹ ایورسٹ,0.3677659034729004,0.7029836177825928,0.0,0.0,0.0,0.42381781339645386,0.660915732383728,0.5,1.0,0.0
جنس Galschiøt کس گروپ کی قیادت کی؟,رنگ اورنج جمہوریت گروپ,0.5901031494140625,0.647192120552063,0.0,0.0,0.0,0.3592367470264435,0.6831156015396118,0.0,0.0,0.0
دنیا کے کن تین علاقوں میں احتجاجی مظاہروں کی تعداد کم بتائی گئی؟,لاطینی امریکہ ، افریقہ اور مغربی ایشیاء,0.3210453391075134,0.3407253921031952,0.0,0.0,0.0,0.24019762873649597,0.249955952167511,0.0,0.0,0.0
سیاسی جماعتوں نے مختصر وقفے کے لئے کیا درخواست کی؟,نیشنل اسمبلی کے اجلاس,0.7835331559181213,0.7311953902244568,0.0,0.0,0.0,0.6675273776054382,0.8236452341079712,0.0,0.0,0.0
میڈیا میں کس طرح کی کہانیوں کو سنسر کیا جا رہا تھا؟,بد ساختہ اسکولوں,0.7719258069992065,0.6103881597518921,0.0,0.0,0.0,0.44476044178009033,0.3535687327384949,0.0,0.0,0.0
اسکول کے مسئلے کو کس نے نظرانداز کیا ہے؟,ریاست کے زیر کنٹرول میڈیا,0.5083074569702148,0.30707743763923645,0.0,0.0,0.0,0.3857388496398926,0.3448420464992523,0.0,0.0,0.0
17 جولائی 2008 تک والدین نے کیا شکایت کی کہ انہیں کچھ نہیں ملا؟,کوئی رپورٹ,0.5322607159614563,0.7041441798210144,0.0,0.0,0.0,0.5951980352401733,0.6869650483131409,0.0,0.0,0.0
چینی حکومت عوامی رائے میں کس اسکینڈل سے ہار گئی؟,اسکول کی تعمیر کے اسکینڈل,0.616321861743927,0.7405648231506348,0.0,0.0,0.0,0.4757192134857178,0.7850683927536011,0.0,0.0,0.0
بلڈر نے اسٹیل کی سلاخوں کی جگہ دوبارہ تقویت کے طور پر کیا استعمال کیا؟,تھینک لوہے کی تاروں,0.2769891619682312,0.4959907531738281,0.0,0.0,0.0,0.07510904967784882,0.5388786196708679,0.0,0.0,0.0
کس حکومت نے سمندری طوفان نرگس کے بعد امداد کو روک دیا؟,میانمار,0.592864990234375,0.6215620040893555,0.0,0.0,0.0,0.4942513406276703,0.7176514863967896,0.0,0.0,0.0
عمارتیں اتنی گھٹیا کیوں تعمیر کی گئی ہیں؟,بلڈرز نے کنکریٹ کی دوبارہ تقویت کے لئے پتلی لوہے کی تاروں کے ساتھ اسٹیل کی سلاخوں کی جگہ لے کر کونے کاٹ دیئے,0.6442079544067383,0.6994979977607727,0.0,0.0,0.0,0.7893557548522949,0.6658210754394531,0.0,0.0,0.0
کس میڈیا ذریعہ نے اس واقعے کی اطلاع دی ہے؟,اے پی,0.35033732652664185,0.6149477958679199,0.0,0.0,0.0,0.3687468469142914,0.678432822227478,0.0,0.0,0.0
اسکول کے مسئلے کو نظرانداز کرنے کی ہدایات کس نے دیں؟,پروپیگنڈا بیورو,0.4917092025279999,0.29775339365005493,0.0,0.0,0.0,0.4444071650505066,0.3614884614944458,0.0,0.0,0.0
چینی حکومت کو سب سے پہلے کس چیز کے لیے سراہا گیا؟,زلزلے کے جواب,0.6074538826942444,0.6462023854255676,0.0,0.0,0.0,0.3900628983974457,0.7011915445327759,0.0,0.0,0.0
میڈیا میں کس طرح کی کہانیوں کو سنسر کیا جا رہا تھا؟,بد ساختہ اسکولوں,0.7719258069992065,0.6103881597518921,0.0,0.0,0.0,0.44476044178009033,0.3535687327384949,0.0,0.0,0.0
اسکول کے مسئلے کو کس نے نظرانداز کیا ہے؟,ریاست کے زیر کنٹرول میڈیا,0.5083074569702148,0.30707743763923645,0.0,0.0,0.0,0.3857388496398926,0.3448420464992523,0.0,0.0,0.0
17 جولائی 2008 تک والدین نے کیا شکایت کی کہ انہیں کچھ نہیں ملا؟,کوئی رپورٹ,0.5322607159614563,0.7041441798210144,0.0,0.0,0.0,0.5951980352401733,0.6869650483131409,0.0,0.0,0.0
چینی حکومت عوامی رائے میں کس اسکینڈل سے ہار گئی؟,اسکول کی تعمیر کے اسکینڈل,0.616321861743927,0.7405648231506348,0.0,0.0,0.0,0.5543798804283142,0.5812591314315796,0.0,0.0,0.0
بلڈر نے اسٹیل کی سلاخوں کی جگہ دوبارہ تقویت کے طور پر کیا استعمال کیا؟,تھینک لوہے کی تاروں,0.2769891619682312,0.4959907531738281,0.0,0.0,0.0,0.0692467913031578,0.4911991059780121,0.0,0.0,0.0
کس حکومت نے سمندری طوفان نرگس کے بعد امداد کو روک دیا؟,میانمار,0.592864990234375,0.6215620040893555,0.0,0.0,0.0,0.4942513406276703,0.7176514863967896,0.0,0.0,0.0
عمارتیں اتنی گھٹیا کیوں تعمیر کی گئی ہیں؟,بلڈرز نے کنکریٹ کی دوبارہ تقویت کے لئے پتلی لوہے کی تاروں کے ساتھ اسٹیل کی سلاخوں کی جگہ لے کر کونے کاٹ دیئے,0.6378103494644165,0.7016588449478149,0.0,0.0,0.0,0.7893557548522949,0.6658210754394531,0.0,0.0,0.0
کس میڈیا ذریعہ نے اس واقعے کی اطلاع دی ہے؟,اے پی,0.35033732652664185,0.6149477958679199,0.0,0.0,0.0,0.3687468469142914,0.678432822227478,0.0,0.0,0.0
اسکول کے مسئلے کو نظرانداز کرنے کی ہدایات کس نے دیں؟,پروپیگنڈا بیورو,0.4972051978111267,0.297579824924469,0.0,0.0,0.0,0.4444071650505066,0.3614884614944458,0.0,0.0,0.0
چینی حکومت کو سب سے پہلے کس چیز کے لیے سراہا گیا؟,زلزلے کے جواب,0.6074538826942444,0.6462023854255676,0.0,0.0,0.0,0.3900628983974457,0.7011915445327759,0.0,0.0,0.0
18 مئی کی شام کو سی سی ٹی وی ون نے کیا میزبان کیا؟,چار گھنٹے کے پروگرام کی میزبانی کی جس کا نام دی گیونگ آف محبت,0.6220176219940186,0.5967111587524414,0.0,0.0,0.0,0.8380888104438782,0.6087585091590881,0.0,0.0,0.0
ماتم کی مدت کا اعلان کس نے کیا؟,سٹیٹ کونسل,0.3249559998512268,0.5289225578308105,0.0,0.0,0.0,0.25763392448425293,0.4235047399997711,0.0,0.0,0.0
پرنسپل کو کیا کریڈٹ دیا گیا تھا؟,"پرو ایکٹو ایکشن کا سہرا دیا گیا ہے جس نے زلزلے کے وقت موجود تمام 2,323 طلباء کی زندگیوں کو بچایا",0.5695962905883789,0.22236329317092896,0.0,0.0,0.0,0.6177324056625366,0.49461162090301514,0.0,0.0,0.0
ریلے کے دوران ایک منٹ کی خاموشی کہاں تھی؟,روئیجن ، جیانگسی,0.7826856374740601,0.37462013959884644,0.0,0.0,0.0,0.4859631657600403,0.6107257604598999,0.0,0.0,0.0
کس کمپنی نے سب سے زیادہ دیا؟,سی سی ٹی وی,0.701468825340271,0.32537132501602173,0.0,0.0,0.0,0.6388561725616455,0.47366636991500854,0.0,0.0,0.0
ریاستی کونسل نے کتنی مدت کا اعلان کیا؟,قومی سوگ,0.38524022698402405,0.622646689414978,0.0,0.0,0.0,0.6312817335128784,0.622646689414978,0.0,0.0,0.0
باقی 30 ہیلی کاپٹروں کو کس نے فراہم کیا؟,سول ایوی ایشن انڈسٹری,0.6980140805244446,0.6822540760040283,0.0,0.0,0.0,0.3641473650932312,0.749080240726471,0.0,0.0,0.0
اسے کیا سزا دی گئی تھی ؟,ایک سال کی دوبارہ تعلیم,0.5622780323028564,0.5045298933982849,0.0,0.0,0.0,0.2145942747592926,0.5912989377975464,0.0,0.0,0.0
یاؤ منگ نے کتنا عطیہ کیا؟,214،000 ڈالر اور 71،000 ڈالر,0.6897265911102295,0.715561032295227,0.0,0.0,0.0,0.30266958475112915,0.6903407573699951,0.0,0.0,0.0
یونیسیف نے کیا اطلاع دی؟,کہ چین نے متاثرہ خاندانوں کی ضروریات کا جواب دینے کے لئے بین الاقوامی برادری کی حمایت کی باضابطہ درخواست کی ہے۔,0.6884307861328125,0.05604762211441994,0.0,0.0,0.0,0.8623676896095276,0.05199631303548813,0.0,0.0,0.0
عہدیداروں نے چینی نیوز میڈیا کو رپورٹ کرنا بند کرنے کا کیا حکم دیا؟,اسکول کے خاتمے پر,0.6983400583267212,0.8294389247894287,0.0,0.0,0.0,0.8082360029220581,0.8294389247894287,0.0,0.0,0.0
کس گروپ نے اطلاع دی کہ چینی پراسیکیوٹرز اسکول کی عمارت کے گرنے کی تحقیقات میں ملوث تھے؟,رائٹرز,0.722358226776123,0.8876655101776123,0.0,0.0,0.0,0.4888196885585785,0.890035092830658,0.0,0.0,0.0
چینی حکومت نے 16 مئی تک کتنا نامزد کیا تھا؟,772 ملین ڈالر,0.8007444143295288,0.587105393409729,0.0,0.0,0.0,0.4620004892349243,0.5883281826972961,0.0,0.0,0.0
کون انصاف کے سامنے نہیں لایا گیا ہے؟,بدعنوان سرکاری عہدیداروں,0.24495276808738708,0.7175962924957275,0.0,0.0,0.0,0.24404609203338623,0.566804051399231,0.0,0.0,0.0
لوگ جاننا چاہتے تھے کہ کیا ریاضی کا مطالعہ بہتر پیش گوئیاں پیدا کر سکتا ہے؟,اعداد و شمار,0.6579380631446838,0.3449157476425171,0.0,0.0,0.0,0.3710586428642273,0.7642216682434082,0.0,0.0,0.0
زلزلے سے پہلے کیا موصول ہوا تھا؟,کوئی پیش گوئی نوٹیفکیشن,0.6000875234603882,0.5880826711654663,0.0,0.0,0.0,0.7349551916122437,0.5547430515289307,0.0,0.0,0.0
چینی حکومت کو سب سے پہلے کس چیز کے لیے سراہا گیا؟,زلزلے کے جواب,0.6074538826942444,0.6462023854255676,0.0,0.0,0.0,0.3900628983974457,0.7011915445327759,0.0,0.0,0.0
زلزلے کے خطرے کے تجزیے کو کس نے شائع کیا؟,چن شوزونگ,0.9275790452957153,0.7332805395126343,0.0,0.0,0.0,0.35221779346466064,0.7179973125457764,0.0,0.0,0.0
بیچوان میوزیم کا مقصد لوگوں کو کیا یاد دلانا ہے؟,خوفناک تباہی,0.4414060711860657,0.48580098152160645,0.0,0.0,0.0,0.37420204281806946,0.33946362137794495,0.0,0.0,0.0
کس مسئلے نے امدادی ٹیموں کو متاثرہ علاقوں تک پہنچنے سے روک دیا؟,زمین پھٹنے,0.5055499076843262,0.5390357375144958,0.0,0.0,0.0,0.4611886143684387,0.613320529460907,0.0,0.0,0.0
اس آن لائن ریسکیو درخواست مرکز کا مقصد کیا تھا؟,تباہی کی بحالی کے اندھے مقامات کو تلاش کیا جاسکے,0.6572028994560242,0.8382232189178467,0.0,0.0,0.0,0.5220460891723633,0.22696176171302795,0.0,0.0,0.0
چین کو کس چیز کے لیے مدد کی ضرورت تھی؟,زلزلے سے نمٹنے,0.8211310505867004,0.6619019508361816,0.0,0.0,0.0,0.6593869924545288,0.8672952055931091,0.0,0.0,0.0
کمانڈر یانگ Wenyao کے تحت فوجیوں کہاں جانے کی کوشش کر رہے تھے؟,تیبت کے گاؤں سیئر,0.516004741191864,0.7157769203186035,0.0,0.0,0.0,0.32723039388656616,0.5820840001106262,0.0,0.0,0.0
غیر قانونی بچوں کو ان کے مردہ بہن بھائیوں کی جگہ کس طرح رجسٹر کیا جا سکتا ہے؟,قانونی متبادل,0.6882426738739014,0.8907405138015747,0.0,0.0,0.0,0.8072711825370789,0.8907405138015747,1.0,1.0,0.0
مشعل ریلے کہاں ہونا چاہئے تھا؟,ننگبو,0.8133323788642883,0.5427039265632629,0.0,0.0,0.0,0.5636559724807739,0.6512359976768494,1.0,1.0,0.0
کتنے ملیشیا ریزرو بچاؤ کی کوششوں میں شمولیت اختیار کی؟,15600,0.6352841854095459,0.612025260925293,0.0,0.0,0.0,0.6545526385307312,0.7683934569358826,0.0,0.0,0.0
وہ خوف کیا تھا جس کی وجہ سے 200،000 لوگوں کو میانیانگ سے نکال دیا گیا تھا؟,ڈیم پھٹنے,0.3619379997253418,0.7460808753967285,0.0,0.0,0.0,0.7276211977005005,0.7016413807868958,0.0,0.0,0.0
اداکار جیکی چن نے کتنی رقم عطیہ کی؟,1.57 ملین,0.6464890241622925,0.7247794270515442,0.0,0.0,0.0,0.7405194044113159,0.6994516849517822,0.0,0.0,0.0
کتنے تبتی دیہاتی پھنس گئے تھے؟,300 سے زیادہ,0.5964162349700928,0.7156652212142944,0.0,0.0,0.0,0.6928658485412598,0.6517716646194458,0.0,0.0,0.0
13 مئی تک، کتنے فوجیوں کو بچاؤ کی کوششوں میں شامل کیا گیا تھا؟,15600,0.6799060106277466,0.7424143552780151,0.0,0.0,0.0,0.688718855381012,0.4802675247192383,0.0,0.0,0.0
کتنے چینی فوجیوں اور ڈاکٹروں کو امدادی کوششوں میں شامل کیا گیا تھا؟,135،000,0.5641932487487793,0.7639650702476501,0.0,0.0,0.0,0.7811179757118225,0.7691929340362549,0.0,0.0,0.0
بلڈر نے اسٹیل کی سلاخوں کی جگہ دوبارہ تقویت کے طور پر کیا استعمال کیا؟,تھینک لوہے کی تاروں,0.2769891619682312,0.4959907531738281,0.0,0.0,0.0,0.0708899274468422,0.5364989638328552,0.0,0.0,0.0
پراسیکیوٹرز کس تحقیقات کا تعاقب کر رہے ہیں؟,پیشہ ورانہ جرم,0.866122305393219,0.4838218092918396,0.0,0.0,0.0,0.437799334526062,0.6126267313957214,0.0,0.0,0.0
اسٹیشنوں نے پروگرامنگ کی جگہ کیا لے لی؟,براہ راست زلزلے کی فوٹیج,0.5872076749801636,0.5409362316131592,0.0,0.0,0.0,0.24694600701332092,0.6931102275848389,0.0,0.0,0.0
متاثرہ علاقوں تک پہنچنے میں سب سے بڑی مشکلات کیا تھیں؟,بھاری بارش اور لینڈ سلائیڈنگ,0.5356898307800293,0.772881805896759,0.0,0.0,0.0,0.6370813846588135,0.6229331493377686,0.0,0.0,0.0
سول ایوی ایشن انڈسٹری کی طرف سے کتنے ہیلی کاپٹر فراہم کیے جائیں گے؟,30,0.781078577041626,0.546802282333374,0.0,0.0,0.0,0.3299894332885742,0.8151345252990723,0.0,0.0,0.0
اس کیس کے بارے میں مضمون کب شائع ہوا تھا؟,جنوری 2010,0.2964404225349426,0.43096616864204407,0.0,0.0,0.0,0.20538033545017242,0.7466416358947754,0.0,0.0,0.0
ہوائی جہازوں کے اس بڑے پیمانے پر جمع ہونے سے کس قسم کا آپریشن ہوا؟,غیر جنگی ہوائی نقل و حمل,0.7530566453933716,0.6800172328948975,0.0,0.0,0.0,0.5146028995513916,0.38837116956710815,0.0,0.0,0.0
کون سا فاؤنڈیشن بیجنگ کی مدد کرنا چاہتا تھا؟,ٹزو چی فاؤنڈیشن,0.6448092460632324,0.8033801317214966,0.0,0.0,0.0,0.5859657526016235,0.8597502112388611,0.0,0.0,0.0
Yingxiu ٹاؤن میں لوگوں کو زندہ بچ جانے کی اطلاع دی گئی تھی کہ کس طرح؟,تقریبا 3000,0.6334154605865479,0.6758909225463867,0.0,0.0,0.0,0.6564506888389587,0.49891555309295654,0.0,0.0,0.0
متاثرہ علاقوں میں امداد پہنچانے کے لیے کتنے ہیلی کاپٹر بھیجے گئے؟,20,0.7349114418029785,0.796589195728302,0.0,0.0,0.0,0.30336999893188477,0.6349916458129883,0.0,0.0,0.0
کتنے ہیلی کاپٹر تعینات کیے گئے تھے؟,20,0.5873727798461914,0.7540984153747559,0.0,0.0,0.0,0.564463198184967,0.7540984153747559,0.0,0.0,0.0
برما نے چند دن پہلے آنے والے طوفان کے جواب میں کس طرح کا رویہ ظاہر کیا؟,خفیہ,0.5178521871566772,0.6847283244132996,0.0,0.0,0.0,0.28140392899513245,0.4409649670124054,0.0,0.0,0.0
امریکہ نے سیٹلائٹ کی تصاویر کس کے ساتھ شیئر کیں؟,چینی حکام,0.5136590003967285,0.5354773998260498,0.0,0.0,0.0,0.5937211513519287,0.604769229888916,0.0,0.0,0.0
امریکہ نے کیا شیئر کیا؟,زلزلے سے متاثرہ علاقوں کی کچھ سیٹلائٹ تصاویر,0.7610189914703369,0.3859545588493347,0.0,0.0,0.0,0.4322204887866974,0.4432750642299652,0.0,0.0,0.0
زلزلے سے بچ جانے والوں کے لیے رقم اکٹھی کرنے کے لیے کس طرح کی تقریب کا انعقاد کیا گیا؟,کئی کنسرٹ,0.7950565814971924,0.8677506446838379,0.0,0.0,0.0,0.793061375617981,0.8671141862869263,0.0,0.0,0.0
سالگرہ کے لئے کیا کیا گیا تھا؟,ایک لمحے کی خاموشی,0.23329231142997742,0.8078247308731079,0.0,0.0,0.0,0.46006065607070923,0.5601745843887329,0.0,0.0,0.0
سیچوان میں زلزلے کس سال آیا تھا؟,2008,0.6020966172218323,0.6547640562057495,0.0,0.0,0.0,0.6236493587493896,0.6258813142776489,0.0,0.0,0.0
ایک ریسکیو ٹیم کب روانہ ہوئی؟,16 مئی,0.5098509788513184,0.6753413677215576,0.0,0.0,0.0,0.6123557686805725,0.6570279598236084,0.0,0.0,0.0
ریسکیو ہیلی کاپٹروں کو لینڈنگ میں دشواری کہاں ہوئی؟,ونچوان,0.7271966934204102,0.7681237459182739,0.0,0.0,0.0,0.7947888970375061,0.7681237459182739,0.0,0.0,0.0
حکومت نے کہاں تک رسائی کھول دی؟,بیچوان کاؤنٹی کی نشست کے مہر بند کھنڈرات,0.4763679802417755,0.6910852789878845,0.0,0.0,0.0,0.31303712725639343,0.6283891797065735,0.0,0.0,0.0
